school,specialization
trung cap kinh te ky thuat nguyen huu canh,"['tin hoc', 'ke toan doanh nghiep', 'thiet ke thoi trang']"
trung cap kinh te ky thuat phuong nam,['quan tri kinh doanh']
trung cap kinh te ky thuat q12,['nha hang-khach san']
trung cap kinh te ky thuat sai gon,['marketing']
trung cap kinh te ky thuat tay nam a,"['xay dung va dan dung', 'quan ly kinh doanh du lich', 'quan tri kinh doanh', 'quan tri kinh doanh']"
trung cap kinh te ky thuat tay ninh,['ke toan doanh nghiep']
trung cap kinh te ky thuat tinh yen bai,"['chan nuoi thu y', 'chan nuoi thu y']"
trung cap kinh te quang ninh,['ke toan doanh nghiep']
trung cap kt kt an giang,['trong trot']
trung cap kt kt cong thuong cci,['cong nghe thong tin']
trung cap kt nguyen huu canh,['tin hoc']
trung cap ktcn le quy don,['electronic product']
trung cap kte ha noi,['ke toan']
trung cap ktkt hong lam,['ke toan']
trung cap ky thuat can tho,['ke toan']
trung cap ky thuat cao thang,['co khi']
trung cap ky thuat cong nghe cuu long,['duoc si trung cap']
trung cap ky thuat cong nghiep dong nai,['dien cong nghiep']
trung cap ky thuat cong ngiep dong nai,['ky thuat phan cung']
trung cap ky thuat hai quan,"['hang hai', 'thong tin tin hieu']"
trung cap ky thuat mien trung,['lai xe']
trung cap ky thuat nghiep vu nam sai gon,"['bao tri va sua chua o to', 'duoc si trung hoc', 'cong nghe thong tin', 'nha hang - khach san', 'y da khoa - yh42', 'su pham mam non']"
trung cap ky thuat nghiep vu song hong,['dien cong nghiep']
trung cap ky thuat nong nghiep,"['chan nuoi thu y', 'ke toan-tin hoc']"
trung cap ky thuat nong nghiep hcm,"['chan nuoi thu y', 'chan nuoi thu y']"
trung cap ky thuat phuong nam,['dieu duong da khoa']
trung cap ky thuat tay nam a,['cong nghe thong tin']
trung cap ky thuat thong tin,['tac chien dien tu']
trung cap ky thuat tin hoc ha noi,['tin hoc ung dung']
trung cap lao dong xa hoi,['lao dong tien luong']
trung cap luong thuc thuc pham,['quan tri kinh doanh']
trung cap mam non ha noi,['su pham mam non']
trung cap mien dong,"['su pham tieu hoc', 'cntt']"
trung cap nau an nghiep vu khach san ha noi,['pha che']
trung cap ngan hang,['tai chinh ngan hang']
trung cap nge dong thap,['lay xe']
trung cap nge quan khu 5,['bo doi xuat ngu']
trung cap nghe,"['lai xe', 'may tinh tin hoc', 'bao tri may may cong nghiep', 'bao ve thuc vat.', 'kinh doanh', 'lai xe', 'giao thong van tai', 'thiet ke do hoa', 'co khi']"
trung cap nghe binh duong,"['lai xe b2', 'lai xe', 'dien cong nghiep']"
trung cap nghe binh thuan,['may cong nghiep']
trung cap nghe bo quoc phong 18,['lai xe bang c']
trung cap nghe cho nguoi khuyet tat,['co khi']
trung cap nghe co dien dong nam bo,['cong nghe thong tin']
trung cap nghe co dien tam diep ninh binh,['co khi o to']
trung cap nghe co khi 1 ha noi,['nganh nguoi che tao']
trung cap nghe cong nghiep tau thuy da nang tot,['han vo tau thuy']
trung cap nghe cong nghiep tau thuy v,['nghanh: cong nghe che tao vo tau thuy']
trung cap nghe cuu long,['duoc sy']
trung cap nghe dai viet,['quan tri kinh doanh']
trung cap nghe dan toc noi tru phu tho,['dien']
trung cap nghe dong nam bo,['ke toan']
trung cap nghe du lich sai gon,['huong dan vien']
trung cap nghe giao thong van tai,"['hang c,a1,b4']"
trung cap nghe hau giang,"['tin hoc', 'chuyen nganh']"
trung cap nghe hcm,['giao vien mam non']
trung cap nghe hoc vien hang khong,['ksv khong luubt']
trung cap nghe hung vuong,"['cong nghe thong tin', 'lai xe', 'sua chua may tinh']"
trung cap nghe huong nghiep a au,['bep truong bep banh']
trung cap nghe in offset tran phu hcm,['in an offset']
trung cap nghe ke toan,['ke toan']
trung cap nghe ky thuat tay nam a,['quan tri kinh doanh']
trung cap nghe lilama,['hoc van hanh may o sai gon']
trung cap nghe long an,['co khi cat got']
trung cap nghe nam sai gon,['khong co chuyen nganhbinh thuing']
trung cap nghe nau an nghiep vu khach san ha noi,"['nau an', 'chuyen nganh', 'chuyen nganh']"
trung cap nghe nghi son,['co khi']
trung cap nghe nha trang,['co khi']
trung cap nghe nhan dao,"['sua chua xe maytoo', 'cham soc da', 'cong tac xa hoi']"
trung cap nghe phu nhuan,['nau an']
trung cap nghe quang trung,"['dien tu cong nghiep', 'marketing']"
trung cap nghe so 10,"['dien tu - dien lanh', 'lai xe bang b2']"
trung cap nghe so 18,['dien tu cong nghiep']
trung cap nghe so 18 bo quoc phong,"['cat got kim loai', 'lai xe b2']"
trung cap nghe so 22,['lai xe']
trung cap nghe so 3 quan doan 3,['co khi kha']
trung cap nghe soos7 qk7,['lai xe o to']
trung cap nghe tay nam a,['ke toan']
trung cap nghe thu duc,"['ke toan doanh nghiep', 'thiet ke do hoa', 'ke toan']"
trung cap nghe tinh binh,['cong nghe oto']
trung cap nghe tong hop ha noi,['dien cong nghiep']
trung cap nghe tran dai nghia,['co khi']
trung cap nghe tw 3,['lai xe']
trung cap nghe van lang,['dau bep']
trung cap nghe viet giao,"['bep viet', 'quan tri nha hang', 'quan tri bep am thuc', 'quan tri bep - am thuc', 'quan tri nha hang va dich vu an uong']"
trung cap nghe viet han binh duong,"['lap rap sua chua, cai dat may vi tinh']"
trung cap nghe viet nam singapore,['dien cong nghiep vs bang lai xe hang c']
trung cap nghe vinh long,['quan tri mang']
trung cap nghe yen bai,['sua chua']
trung cap nghiep vu nam sai gon,['nganh dien tu']
trung cap nhhe so 10 bo quoc phong,['dien tu dien lanh vao dieu hoa khong khi']
trung cap pccc,['phong chay chua chay']
trung cap pham ngoc thach can tho,['y si']
trung cap phuong dong,"['ke toan', 'ke toan']"
trung cap phuong nam,"['duoc', 'duoc si', 'giao vien mam non', 'duoc sy', 'duoc si']"
trung cap quan y,"['y si da khoa', 'y ta so cap']"
trung cap quan y 1,"['dieu duong', 'y si']"
trung cap quan y 2,"['y ta', 'truong cao dang y te dong nai', 'y sy da khoa']"
trung cap quan y2,['y si da khoa']
trung cap quang trung,"['duoc trung cap', 'y si da khoa']"
trung cap quoc te,['thiet ke do hoa']
trung cap sat hach lai xe nam trieu,['lai xe']
trung cap su pham mam non hong ha,['su pham mam non']
trung cap su pham mau giao nha tre ha noi,"['giao duc mam non', 'su pham mam non']"
trung cap su pham mau giao trung uong,['mam non']
trung cap t34,"['o to, may bom chua chay']"
trung cap tai chinh ke toan vinh long,['ke toan']
trung cap tay nam a,"['thu ki', 'xay dung dan dung', 'quan tri kinh doanh']"
trung cap thong tin truyen thong,['truyen thong']
trung cap thong tin truyen thong hcm,"['lap trinh vien chuyen nghiep', 'toeic : 515']"
trung cap thu duc,['do hoa']
trung cap thuong mai da nang,['chuyen nganh ngoai thuong']
trung cap thuy san,['tin hoc ung dung']
trung cap tin hoc ha noi,['ky thuat may tinh']
trung cap tin hoc ha noi estih,['tin hoc']
trung cap tin hoc ha noj,['tin hoc']
trung cap ton duc thang,"['quan tri va ban hang sieu thi', 'quan tri nha hang - khach san']"
trung cap tong hop dong nam a,"['kinh doanh xuat nhap khau', 'ke toan doanh nghiep san xuat']"
trung cap tong hop ha noi,"['mam non', 'dien dan dung va cong nghiep']"
trung cap tong hop hcm,"['quan tri du lich - nha hang - khach san', 'ke toan doanh nghiep', 'dieu duong', 'y si']"
trung cap van thu luu tru trung uong,['luu tru ho so']
trung cap van thu luu tru tw,['hanh chinh van thu']
trung cap viet khoa,"['su pham mam non', 'quang tri mang']"
trung cap xay dung,"['ky thuat cong trinh xay dung', 'ke toan', 'xay dung dan dung']"
trung cap xay dung hcm,"['luat xay dung dan dung', 'thiet ke - ve xay dung']"
trung cap y bac ninh,['duoc sy']
trung cap y duoc,['bam huyet - xoa bop']
trung cap y duoc bac ninh,['dieu duong da khoa']
trung cap y duoc ha noi,"['duoc si', 'duoc si trung cap']"
trung cap y duoc le hua trac,['khoa duoc']
trung cap y duoc le huu trac,['y si y hoc co truyen']
trung cap y duoc mekong,"['y si da khoa', 'y si da khoa dinh huong chuyen khoa y hoc co truyen', 'y sy']"
trung cap y duoc pham ngoc thach,"['duoc', 'dieu duong']"
trung cap y duoc tue tinh,['duoc']
trung cap y ha noi,['y si da khoa']
trung cap y khoa ha noi,"['dieu duong', 'dieu duong da khoa']"
trung cap y si y hoc co truyen le huu trac,['y si y hoc co truyen']
trung cap y te,['dieu duong da khoa']
trung cap y te an giang,['duoc si']
trung cap y te bac giang,['dieu duong']
trung cap y te nam dinh,['duoc']
trung cap y te phu yen,['y si da khoa']
trung cap y te quang tri,['dieu duong da khoa']
trung cap y te soc trang,"['cao dang duoc', 'duoc si']"
trung cap y te tuyen quang,['chuyen nganh']
trung cap y te vinh long,['duoc si']
trung cap y te vinh phucba,['y sy da khoa']
trung co so thuy hoa,['pho thong']
trung hoc an lac,['hoc sinh']
trung hoc bcvt cntt,['quan tri kinh doanh']
trung hoc bon ba,['chuyen nganh']
trung hoc buu chinh vien thong cong nghe thong tin 1,['ki thuat tong dai']
trung hoc buu chinh vien thong cong nghe thong tin 3,['dien tu vien thong']
trung hoc chieng phung,['lai xe tai']
trung hoc chu van an,['pho thong']
trung hoc co so,"['ko co', 'trung hoc co so', 'the thao', 'khong co', 'ko co', 'trung hoc co so', 'khong co', 'khong co', 'do go', 'khong co', 'lao dong pho thong', 'kinh doanh', 'hoc het lop 9']"
trung hoc co so an lac,['van hoa']
trung hoc co so an thanh,['chua co chuyen nganh']
trung hoc co so bau lam,['chua co']
trung hoc co so binh tri dong,"['cap 2', 'kinh doanh']"
trung hoc co so cong hoa,['van hoa']
trung hoc co so dien bien,['pho thong']
trung hoc co so dien hoang,['bao ve']
trung hoc co so doan hung,['hoc van hoa']
trung hoc co so dong hoa,['pho thong co so']
trung hoc co so giai xuan,['lai xe']
trung hoc co so go den,['k co']
trung hoc co so hoa tan,['kha']
trung hoc co so kien an,['khong']
trung hoc co so kien binh,['thoi trang']
trung hoc co so le thanh ton,['chua co']
trung hoc co so le van huu,['khong co chuyen nganh']
trung hoc co so long dien dong a,['trung hoc co so']
trung hoc co so minh dai,['khong co']
trung hoc co so minh luong,['chuyen nganh']
trung hoc co so my long,['tieng viet']
trung hoc co so ngo may,['tin hoc']
trung hoc co so ngoc dong,['9/12']
trung hoc co so nguyen du,"['khong co chi hoc toi lop 8', 'nghi hoc', 'cong nhan san xuat']"
trung hoc co so nguyen hong dao,['the duc']
trung hoc co so nguyen van banh,['kinh doanh']
trung hoc co so pho thong long thanh,['dien trong nha']
trung hoc co so phong chau,['ngoai ngu']
trung hoc co so phong hoa,['son pu']
trung hoc co so phu lang,['trung cap']
trung hoc co so phu tan,['hoc chinh quy']
trung hoc co so phu thanh a,['hoc tap']
trung hoc co so phuoc thien,['tho bac']
trung hoc co so song thuan,['dien tu']
trung hoc co so tam phuoc,"['12 12', 'trung hoc']"
trung hoc co so tan an hoi,['ban han']
trung hoc co so tan binh,['hoc trung cap']
trung hoc co so tan hung,['khong']
trung hoc co so tan tien,"['hoc', 'hoc']"
trung hoc co so thai hoa,['lop 9.']
trung hoc co so thi tran ngoc lac,['khong co']
trung hoc co so thi tran song ve,['khong']
trung hoc co so thuan hoa,"['nhieu', 'nhieu', 'nhieu']"
trung hoc co so thuong quan,"['khong hieu', 'hoc het lop 9']"
trung hoc co so tri phu chiem hoa tuyen quang,['hoc sinh']
trung hoc co so trung hieu,['trung hoc']
trung hoc co so truong son,['hoc sinh']
trung hoc co so tuy hoa,['trung hoc']
trung hoc co so viet long,"['chuyen mon', 'chuyen mon']"
trung hoc co so vinh binh,['pho thong']
trung hoc co so vo van chinh,['hoc sinh']
trung hoc co so yen thinh,['trung hoc']
trung hoc colette,['quan tri kinh doanh']
trung hoc dan toc noi tru muong qua,['truong trung cap ki thuat cong nghiep vinh']
trung hoc kien tuong,['lao dong pho thong']
trung hoc kinh te ha noi,['ke toan doanh nghiep']
trung hoc ky thuat nghiep vu nam sai gon,['dien cong nghiep']
trung hoc luong thuc thuc pham,['kiem tra chat luong']
trung hoc ly than kiet,['hoc']
trung hoc phan boi chau,['hong vo']
trung hoc pho thong,"['khong co trung binh', 'cap 3', 'trung hoc pho thong', 'pho thong', 'khong', '12/12', 'kinh doanh', 'tieng anh', 'trung hoc pho thong', 'buon ban lam thue']"
trung hoc pho thong a hai hau,['pho thong']
trung hoc pho thong an duong,['van hoa']
trung hoc pho thong b phu ly,['chuyen nganh']
trung hoc pho thong bu nho,['khong']
trung hoc pho thong ca mau,['hoc sinh']
trung hoc pho thong can thanh,['ban hang']
trung hoc pho thong cao bang,"['khong co', 'trung hoc pho thong thanh pho cao bang']"
trung hoc pho thong chu van an,['tot nghiep pho thong']
trung hoc pho thong di an,['nhan vien so do']
trung hoc pho thong dien hong,['khong co']
trung hoc pho thong doan hung,['nhan vien ban hang']
trung hoc pho thong gia vien,['vcgjbvh']
trung hoc pho thong han thuyen,['giao duc']
trung hoc pho thong hiep binh,['pho thong']
trung hoc pho thong hoa da,['tieng anh']
trung hoc pho thong hoang dieu,['vat ly']
trung hoc pho thong huong giang,['k co']
trung hoc pho thong ke sach,['k chuyen nganh']
trung hoc pho thong kim son b,['lop 12']
trung hoc pho thong le qui don,['giao tiep']
trung hoc pho thong le thanh tong,['khoi d']
trung hoc pho thong le thi hong gam,['trung hoc']
trung hoc pho thong long phuoc,['gia su']
trung hoc pho thong ly tu trong,"['trung hoc pho thong ly tu trong', 'truong trung cap tong hop tphcm']"
trung hoc pho thong mai thuc loan,['12/12']
trung hoc pho thong my duc c,['may xuc cong trinh']
trung hoc pho thong nam cao,['khong']
trung hoc pho thong nam sai gon,['trung hoc pho thong']
trung hoc pho thong nang khieu the duc the thao,['bong da']
trung hoc pho thong ngo quyen,['van hoa']
trung hoc pho thong nguyen comg hoan,['hoc sinh']
trung hoc pho thong nguyen du,['lop 10']
trung hoc pho thong nguyen hue,['du lich khach san']
trung hoc pho thong nguyen huu canh,['pho thong']
trung hoc pho thong nguyen huu tho,['trung hoc pho thong']
trung hoc pho thong nguyen trai,"['ngoai ngu', 'ngoai ngu', 'thpt']"
trung hoc pho thong nhan van,['tot nghiep pho thong']
trung hoc pho thong nhu thanh,['lai xe']
trung hoc pho thong ninh chau quang binh,['chuyen nganh']
trung hoc pho thong pham hong thai,['hoc sinh']
trung hoc pho thong phu thanh b,['the thao tac']
trung hoc pho thong quang oai,['hoc sinh']
trung hoc pho thong so 2 tuy phuoc,['nau an']
trung hoc pho thong tam giang,['khong co']
trung hoc pho thong tan phong,['pho thong']
trung hoc pho thong thanh hoa,['pho thong']
trung hoc pho thong thu xa,['buon ban']
trung hoc pho thong thuong tin,['hoc van hoa']
trung hoc pho thong tran hung dao,['cap 3']
trung hoc pho thong tran ngoc hoang,['ke toan']
trung hoc pho thong tran van thanh,['chuyen nganh akj']
trung hoc pho thong truong dinh,['co ban']
trung hoc pho thong yen dung so 2,['chinh quy']
trung hoc pho thong yen thanh 3,"['lai xe', 'lai xe va sua dien nuoc']"
trung hoc phuoc long,['trung hoc co so']
trung hoc thuc hanh dai hoc su pham,['khoa hoc xa hoi']
trung hoc thuy san,['sua chua va bao tri thiet bi nhiet']
trung hoc van hoa nghe thuat binh dinh,"['nganh su pham mi thuat.', 'thanh nhac']"
trung hoc van hoa nghe thuat da nang,['van hoa du lich']
trung tam anh ngu vatc,['anh van giao tiep']
trung tam bao tro day day nghe tao viec lam cho nguoi tan tat hcm,"['hoi hoa, tin hoc, may va']"
trung tam boi duong nghiep vu ca da nang,['nghia vu cong an']
trung tam dao tao beauty academy,['ky thuat vien']
trung tam dao tao lai xe co gioi duc thinh,['lai xe hang c']
trung tam dao tao lai xe lac hong,"['bang lai xe hang c', 'lai xe', 'lai xe b2']"
trung tam dao tao lai xe thuy nguyen hai phofngtrung,['bang fc']
trung tam dao tao ngoai ngu tieng han kanata,['chuyen nganh']
trung tam dao tao nguon luc viet,['acca']
trung tam dao tao quoc te kent,['thiet ke do hoa - nhan dang thuong hieu']
trung tam dao tao tham my beaulus,['makeup']
trung tam dao tao tin hoc winnet nha trang,['designer']
trung tam day lai xe oto trung chanh q12,['bang lai hang c']
trung tam day lai xe trung chanh,['lai xe']
trung tam day nau an sao mai,['bep truong']
trung tam day nghe,"['lai xe', 'cham soc da']"
trung tam day nghe bach khoa 78 pho vong,['ky thuat phan mem dien thoai']
trung tam day nghe can tho,['co khi']
trung tam day nghe nha be,['lai xe']
trung tam day nghe quan 5,['dien dien tu']
trung tam day nghe quan 6,['dien dien tu']
trung tam day nghe quy duc,['lai xe']
trung tam day nghe quyet thang,['lai xe']
trung tam gec,['ke toan']
trung tam gia duc thuong xuyen day nghe huyen phuoc long tinh bac lieu,['luat']
trung tam gia duc thuong xuyen ngoc lac,['thpt']
trung tam gia duc thuong xuyen quan 6,['cong tac xa hoi']
trung tam giao duc thuong xuyen a y yen,"['thpt', 'thpt', 'thpt', 'thpt']"
trung tam giao duc thuong xuyen binh duong,['trung hoc pho thong']
trung tam giao duc thuong xuyen cam lam,['hoc sinh']
trung tam giao duc thuong xuyen chuong my,['trang diem - toc']
trung tam giao duc thuong xuyen dinh xuyen,['van hoa va cong nghe thong tin']
trung tam giao duc thuong xuyen hoai duc,['van hoa']
trung tam giao duc thuong xuyen my duc,['ke toan']
trung tam giao duc thuong xuyen q9,['cap 3']
trung tam giao duc thuong xuyen quan 1,"['thpt', 'trung hoc pho thong']"
trung tam giao duc thuong xuyen quan 10,['ngoai ngu']
trung tam giao duc thuong xuyen quan 4,['trung hoc pho thong']
trung tam giao duc thuong xuyen quan binh tan,['trung hoc pho thong']
trung tam giao duc thuong xuyen quan phu nhuan,['trung hoc co so']
trung tam giao duc thuong xuyen quan4,['bao ve']
trung tam giao duc thuong xuyen quoc oai ha noi,['pho thong s']
trung tam giao duc thuong xuyen tan binh,['trung hoc']
trung tam giao duc thuong xuyen thanh tri,['chuyen nganh']
trung tam giao duc thuong xuyen tinh can tho,['ke toan']
trung tam giao duc thuong xuyen u minh tinh ca mau,['khong']
trung tam giao duoc thuong xuyen,['cap 3']
trung tam gioi thieu viec lam tay ninh,['tai xe lai xe']
trung tam han ngu kohi,['han ngu so cap 1']
trung tam ho tro phat trien kinh te thanh nien,['bao tri may may cong nghiep']
trung tam hoa van mach kiem hung,['tieng trung']
trung tam huan luyen boi duong nghiep vu cong an an giang,['phong canh sat pccc']
trung tam huan luyen can bo y te quan khu 9,['y ta']
trung tam huong nghiep day nghe ec mong cai quang ninh,['tieng trung b']
trung tam huong nghiep giao duc thuong xuyen tinh quang ninh,['dien cong nghiep']
trung tam nhat ngu kunichi,['tieng nhat']
trung tam nhat ngu quy khanh,['tieng nhat']
trung tam phat trien phan mem sdc dai hoc da nang,['cong nghe thong tin']
trung tam phat trien phan mem thuoc dai hoc da nang,['ke toan tin hoc']
trung tam quan toi mang an ninh mang quoc te athena,['internet business']
trung tam tester ha noi,['tester - kiem thu phan mem']
trung tam tham my whynot,['nail']
trung tam thanh tri,['chua lm j']
trung tam tieng anh mr english,['toeic and speaking']
trung tam tin hoc,['ky thuat vien thiet ke do hoa 2d']
trung tam tin hoc dai hoc khoa hoc tu nhien,"['thiet ke website', 'lap trinh di dong android']"
trung tam tin hoc dai hoc khoa hoc tu nhien hcm,['do hoa da truyen thong']
trung tam tin hoc khoa hoc tu nhien,['thiet ke do hoa']
trung tam tin hoc khtn,['chung chi android']
trung tam tin hoc thong ke khu vuc 3,['tin hoc van phong']
trung tam tu van hong duc,['ke toan thuc hanh tong hop']
trung tam vnpro,['ccna']
trung tan tin hoc dai hoc khoa hoc tu nhien,['cntt']
trungtamdaynghethanhxuan vn,['sua chua dien thoai']
truog trung hoc pho thong dai ngai,['chuyen nganh']
tsq,['quan su']
tt day nghe truong an,['lai xe']
tt gia duc thuong xuyen tan phu,['khoi c']
ttdt tien bo,['lai xe']
ttgd tx tinh gia,['trung hoc pho thong']
ttgdnn gia duc thuong xuyen htt,['ke toan']
tthcs tan lap,"['hc sinh', 'hc sinh']"
tu do,"['tu do', 'tu do']"
tu hoc,['photoshop + lightroom']
tung hoc lam nghiep 1 trung uong,['ke toan']
tung hoc pho thong hoang quoc viet,['my pham']
tuy phong,['chuyen nganh']
tuyen sinh trung cap lien thong nganh duoc su pham mam non dieu duong,['chuyen nganh']
tuytu,['tututu']
u n a m,['chuyen nganh']
uaf hcm,['business english']
ub academy,['giao dich vien va ke toan ngan']
ubis,['mba']
ubis university geneva,['master of business administration']
ueh,"['accounting', 'logistics', 'quan tri lu hanh', 'finance']"
ueh hcm,['chuyen nganh']
ul hcm,['corporate laws']
ulsa university of laboratory and social affairs,['quan tri nguon nhan luc']
umc,['analise e desenvolvimento de sistemas']
unerversity of westminster,['marketing']
univeristy of georgia,['finance and international business']
universidad de carabobo,['chuyen nganh']
universite laval,"['bba, maths & programming']"
university auckland,['asian studies']
university college of foreign languages,['international studies']
university economics of hcm,['finance - banking']
university of bradford,['accounting and finance']
university of central lancashire,['msc of information systems design']
university of central oklahoma,['business administration']
university of commerce,['economic management']
university of economic of hcm,['llm']
university of economics and business vnu,"['chuyen nganh', 'chuyen nganh']"
university of economics and finance,['international business']
university of economics and finance hcm,['finance and banking']
university of economics and law,"['law on finance - banking - securities', 'economics', 'business administration', 'business administration', 'management infomation system', 'chuyen nganh']"
university of economics hcm,"['thuong mai', 'financial and banking', 'tai chinh', 'economics', 'luat phap', 'corporate finance', 'business administration', 'foreign trade', 'international business', 'chuyen nganh']"
university of engineering and technology vnu,['chan nuoi trong trot']
university of finance and marketig,['quan tri khach san']
university of finance and marketing,"['business english', 'accounting', 'bachelor of international business', 'international trade']"
university of gloucestershire,['accounting and finance management studies']
university of greenwich,['business administration']
university of labour and social affairs,['human resources management']
university of medicine and pharmacy hcm,['chuyen nganh']
university of natural science hcm,['information technology']
university of portsmouth,['computer science']
university of science hcm,['networking and communicate']
university of seattle,['quan tri tai chinh']
university of social science and humanity,['english']
university of social sciences and humanities,['philosophy']
university of social sciences and humanities hcm,['faculty of english linguistics and literature']
university of stirling,['media and communications']
university of sunderland,"['banking and financial', 'quan tri kinh doan', 'quan tri kinh doanh', 'electrical engineering', 'event management']"
university of technical education,['chuyen nganh']
university of technology and education,['machatronics engineering']
university of technology swinburne,['master of integrated marketing']
university of the finance marketing,['thuong mai quoc te']
university of transport and communications,['van tai da phuong thuc k55']
university of transport in hcm,['road and bridge']
university of transport technology,['infomation technology']
university of ulsan,['computer-science']
university of wales,['entrepreneurial management']
university of warsaw,['quantitative finance']
univesity of economic law,['law of business']
unsw,['computer enineering']
utica college,['finance']
uwe bristol,['chuyen nganh']
vaac,['quan li nha hang -khach san']
vaac viet nam australia advanced college,['lam banh']
van hanh,"['khong co', 'ban hang online']"
van hoa nghe thuat kien giang,['noi truoc cong chung va mc']
van lang uni,['ke toan']
van lang university,"['business manager', 'accountant', 'international business', 'marketing', 'dong phuong hoc ( nhat ban)', 'pr', 'chuyen nganh', 'chuyen nganh', 'quan tri nha hang khach san']"
van phong thiet ke kien truc aht phu tho,['ke toan']
van xuan,['cong nghe thong tin']
vass,['chuyen nganh']
vatc,"['quan tri doanh nghiep', 'bien phien dich tieng anh']"
vatc vietnamese american vocational training college,"['hotel, restaurant and travel management']"
victoria university,"['economic', 'finance & banking']"
vien an toan,['atld']
vien atld,['so cap cuu']
vien cong nghe ha noi,['sua chua oto']
vien dai hoc mo,"['thiet ke noi that', 'bien - phien dich', 'bien - phien dich', 'quan tri kinh doanh']"
vien dai hoc mo tieng anh,['khoa kinh te']
vien dai mo ha noi,['kinh te']
vien dao tao nguon nhan luc,['giam doc nhan su']
vien dao tao nhan luc hop tac quoc te,"['chuyen gia kiem soat chat luong qac', 'xay dung va danh gia iso 9001:2015', 'xay dung va danh gia he thong ohsas 18001', 'xay dung va danh gia cong cu 5s - kaizen', 'xay dung va danh gia he thong iso 22000/haccp']"
vien dao tao uci,['qa-qc']
vien goethe hcm,['tieng duc']
vien hoc mo ha noi,['ke toan']
vien intic,['chuyen gia hse']
vien khoa hoc dao tao viec lam,['lai may cong trinh']
vien nghien cuu borstel,['tien sy sinh hoc phan tu te bao']
vien nghien cuu chau a,"['chuyen vien xnk', 'hanh chanh- nhan su', 'thu ky - hanh chinh van phong']"
vien nghien cuu kinh te phat trien,['quan tri kinh doanh']
vien nghien cuu phat trien van hoa giao duc,['tin hoc vp']
vien y hoc co truyen quan doi,['y hoc co truyen']
viet bac,['pho thong trung hoc']
viet han,['dien']
viet khoa,['quan tri mang']
viet nam national university of agriculture,['information technology']
viet nam singapor,['co khi che tao may']
viet uc college,['do hoa my thuat da phuong tien']
viet xo,['co khi che tao may']
vietnam commercial university,"['qtkd', 'marketing thuong mai']"
vietnam export import training staff co ltd,['a-z practices of export-import course']
vietnam marcom,['event manager']
vietnam national university,['english translation and interpretation']
vietnam national university hcm,"['chuyen nganh', 'chuyen nganh']"
vietnam national university of agriculture,['rural development']
vietnam university of commerce,"['e-commerce', 'chuyen nganh']"
vietnamese american traning college,['ke toan doanh nghiep']
vietnamese german university,['finance-accounting']
vietnammarcom,['copywriting']
vimaru,['chuyen nganh']
vinalink,['marketing online']
vinh kim high school,['high school']
vinh ky,['truong trung hoc pho thong']
vinh loc a,['o co']
vinh trinh,['nong nhan']
vinh university,"['53b1 du lich', 'chuyen nganh']"
viu school of business banking,['banking']
vnu hanoi university of languages and international studies,"['chinese', 'chuyen nganh', 'chuyen nganh']"
vo thi sau,['spa']
vocational center,['it']
vov college 2,['khoa bao chi']
vsvc,['chuyen nganh']
vtc,['bao mau mam non tim']
vtc academy,['3d game graphic design']
vuot qua song gio,['doi la be kho']
vysoka skola ekonomicka v praze /vse/,['business administration and management']
wao and chetawan schools thailand,['general thai masage']
william blue sydney,['hospitality']
xi ri ben duan qi da xue,['tieng nhat']
xuan thoi thuong,['nghi dau lop 9']
xxs,['sds']
y te quang ngai,['duoc ta']
yan xi min zu da xue,['Yi Yu']
yen lang,['pho thong']
yersin university of dalat,['english']
yonsei university,['economics']
youth union hcm university of food industry,['chemical technology']
yuda university,['finance and banking']
zhong qing jian shan zhong xue,['cap 3']
zhong yang qing bao jing li zhuan men xue xiao,['Guo Ji bizinesuXue Ke .Ri Ben Yu']
