,school,school_norm,school_standard,specialization,specialization_norm,specialization_standard
186,đại học điện lực,dai hoc dien luc,dai hoc dien luc,quản lý năng lượng,quan ly nang luong,quan ly nang luong
187,Học viện Ngoại giao Việt Nam (DAV),hoc vien ngoai giao viet nam,hoc vien ngoai giao,Truyền thông Quốc tế,truyen thong quoc te,truyen thong quoc te
188,"THPT Chuyên Lê Hồng Phong, Nam Định",trung hoc pho thong chuyen le hong phong nam dinh,trung hoc pho thong chuyen le hong phong nam dinh,chuyên Anh,chuyen anh,chuyen nganh
189,Thang Long University,thang long university,dai hoc thang long,Finance & Banking,finance banking,tai chinh ngan hang
190,Đại học sư phạm thành phố Hồ Chí Minh,dai hoc su pham hcm,dai hoc su pham hcm,Giáo Dục Đặc Biệt,giao duc dac biet,giao duc dac biet
191,Học viện Báo chí và Tuyên truyền,hoc vien bao chi tuyen truyen,hoc vien bao chi tuyen truyen,Quan hệ công chúng (PR),quan he cong chung,quan he cong chung
192,Học viện CN Bưu chính viễn thông,hoc vien cong nghe buu chinh vien thong,hoc vien cong nghe buu chinh vien thong,Truyền thông đa phương tiện,truyen thong da phuong tien,truyen thong da phuong tien
193,Đại học Kinh tế Quốc dân,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,Truyền thông Marketing,truyen thong marketing,marketing
194,đại học luật,dai hoc luat,dai hoc luat hcm,luật dân sự,luat dan su,luat dan su to tung dan su
195,Thpt Hác dich,trung hoc pho thong hac dich,trung hoc pho thong hac dich,Trungg Cáp duoc,trungg cap duoc,trungg cap duoc
196,Trường Đại học Nha Trang,dai hoc nha trang,dai hoc nha trang,Kế toán,ke toan,ke toan
197,Cao Đẳng Giao Thông Vận Tải 3,cao dang giao thong van tai 3,cao dang giao thong van tai hcm,công nghệ kĩ thuật o tô,cong nghe ki thuat o to,cong nghe ky thuat o to
198,đại học công nghiệp,dai hoc cong nghiep,dai hoc cong nghiep hcm,công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
199,Bình Dương University,binh duong university,dai hoc binh duong,Tài chính - Ngân Hàng,tai chinh ngan hang,tai chinh ngan hang
200,Trường DH kinh tế Quốc dân,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,Thương mại quốc tế,thuong mai quoc te,thuong mai quoc te
201,đại học y thái bình ,dai hoc y thai binh,dai hoc thai binh,bác sĩ đa khoa,bac si da khoa,bac si da khoa
202,Chuyên Khoa Học Tự Nhiên,chuyen khoa hoc tu nhien,CannotFound,Toán - Tin,toan tin,toan tin
203,Hotel Insitute Montreux,hotel insitute montreux,CannotFound,Hospitality Management - Specialization in Marketing,hospitality management specialization in marketing,hospitality management specialization in marketing
204,thcs bình sơn,trung hoc co so binh son,trung hoc co so binh son,học chữ,hoc chu,hoc chu
205,Danang University of Economics,danang university of economics,dai hoc kinh te da nang,Marketing,marketing,marketing
206,Viet Nam National University Of Agriculture,viet nam national university of agriculture,dai hoc quoc gia hcm,Information Technology,information technology,cong nghe thong tin
207,Fpt university,fpt university,dai hoc fpt,software,software,ky thuat phan mem
208,trường đại học võ trường toản,dai hoc vo truong toan,dai hoc vo truong toan,trung cấp dược,trung cap duoc,trung cap duoc
209,ĐH tài chính kế toán HN,dai hoc tai chinh ke toan ha noi,dai hoc tai chinh ke toan,Tài chính tín dụng,tai chinh tin dung,tai chinh tin dung
210,Tây Nguyên University,tay nguyen university,dai hoc tay nguyen,cử nhân văn,cu nhan van,cu nhan van
211,ĐH Huế,dai hoc hue,dai hoc hue,luật,luat,luat
212,Đại học Ngoại Thương,dai hoc ngoai thuong,dai hoc ngoai thuong,Kinh tế ngoại thương,kinh te ngoai thuong,kinh te ngoai thuong
213,Đại học Ngoại Thương,dai hoc ngoai thuong,dai hoc ngoai thuong,Thạc sỹ Thương mại,thac sy thuong mai,thac sy thuong mai
214,vạn xuân,van xuan,CannotFound,công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
215,cao đẳng kinh tế công nghệ Hồ chí minh,cao dang kinh te cong nghe hcm,cao dang kinh te cong nghe hcm,công nghệ sinh học,cong nghe sinh hoc,cong nghe sinh hoc
216,Hanoi Univercity,hanoi univercity,dai hoc ha noi,IT,it,it
217,tôn đức thắng university,ton duc thang university,dai hoc ton duc thang,công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
218,Đại Học Sư Phạm Kỹ Thuật Hưng Yên,dai hoc su pham ky thuat hung yen,dai hoc su pham ky thuat hung yen,Công nghệ máy và thiết bị hóa chất dầu khí,cong nghe may thiet bi hoa chat dau khi,cong nghe may thiet bi hoa chat dau khi
219,Đại học FPT,dai hoc fpt,dai hoc fpt,Kỹ nghệ phần mềm,ky nghe phan mem,ky nghe phan mem
220,Hult international Business School,hult international business school,CannotFound,International Marketing,international marketing,international marketing
221,- Nắm rõ về luật lao động- Nắm chắc và thực hiện tốt công tác C&B,nam ro ve luat lao dong nam chac thuc hien tot cong tac c b,CannotFound,Tham gia khóa đào tạo về Hành chính Tổng hợp,tham gia khoa dao tao ve hanh chinh tong hop,tham gia khoa dao tao ve hanh chinh tong hop
222,Trường Đại Học Kinh Tế Tp.HCM,dai hoc kinh te hcm,dai hoc kinh te hcm,Kế toán - Kiểm toán,ke toan kiem toan,kiem toan
223,ĐH Công Nghệ Thực Phẩm,dai hoc cong nghe thuc pham,dai hoc cong nghe thuc pham,Quản Trị Kinh Doanh,quan tri kinh doanh,quan tri kinh doanh
224,Cao Đẳng Nguyễn Văn Trỗi,cao dang nguyen van troi,cao dang nghe nguyen van troi,Du Lịch - Khách sạn,du lich khach san,quan tri du lich khach san
225,ĐH công nghiệp thực phẩm,dai hoc cong nghiep thuc pham,dai hoc cong nghiep hcm,Chế biến thực phẩm,che bien thuc pham,che bien thuc pham
226,Đại học Bách Khoa Hà Nội,dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,Công nghệ sinh học,cong nghe sinh hoc,cong nghe sinh hoc
227,Đại học Kinh tế Quốc Dân,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,Tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
228,Đại học Bách Khoa Hà Nội,dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,Thạc sỹ công nghệ sinh học,thac sy cong nghe sinh hoc,cong nghe sinh hoc
229,Viện nghiên cứu Borstel,vien nghien cuu borstel,CannotFound,Tiến sỹ sinh học phân tử tế bào,tien sy sinh hoc phan tu te bao,tien sy sinh hoc phan tu te bao
230,Cao đẳng công nghiệp Hà Nội - khoa điện tử,cao dang cong nghiep ha noi khoa dien tu,cao dang cong nghiep cao su,,nan,nan
231,cao đẳng điện tử điện lạnh hà nội,cao dang dien tu dien lanh ha noi,cao dang dien tu dien lanh ha noi,công nghệ thông tin và truyền thông,cong nghe thong tin truyen thong,cong nghe truyen thong
232,University of Economics HCMC,university of economics hcm,dai hoc kinh te hcm,Thương Mại,thuong mai,thuong mai dien tu
233,UNsw,unsw,CannotFound,computer enineering,computer enineering,ky thuat may tinh
234,Đại học Thể dục thể thao ,dai hoc the duc the thao,dai hoc the duc the thao hcm,Bóng rổ,bong ro,bong ro
235,đại học quốc tế Hồng Bàng ,dai hoc quoc te hong bang,dai hoc quoc te hong bang,ngôn ngữ anh ,ngon ngu anh,ngon ngu anh
236,Khoa ngoại ngữ- Đại học Thái Nguyên,khoa ngoai ngu dai hoc thai nguyen,ngoai ngu thai nguyen,Cử nhân Anh ngữ,cu nhan anh ngu,cu nhan anh ngu
237,ĐH Mỏ Địa Chất,dai hoc mo dia chat,dai hoc mo dia chat,Trắc Địa - Địa Chính,trac dia dia chinh,trac dia dia chinh
238,ĐH Kinh tế Quốc dân,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,Quản trị doanh nghiệp (MBA),quan tri doanh nghiep,quan tri moi truong doanh nghiep
239,cao đẳng du lịch hà nội,cao dang du lich ha noi,cao dang du lich ha noi,hướng dẫn viên,huong dan vien,huong dan vien
240,Đại học Kinh tế Huế,dai hoc kinh te hue,dai hoc kinh te hue,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
241,Cao Đẳng Công Nghệ_ Đại Học Đà Nẵng,cao dang cong nghe dai hoc da nang,cao dang cong nghe dai hoc da nang,Kỹ Thuật Xây Dựng Công Trình,ky thuat xay dung cong trinh,ky thuat xay dung cong trinh bien
242,Đại học kinh tế Đà Nẵng,dai hoc kinh te da nang,dai hoc kinh te da nang,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
243,Đại học khoa học công nghệ Lille 1,dai hoc khoa hoc cong nghe lille 1,dai hoc khoa hoc cong nghe lille 1,Cơ khí,co khi,co khi
244,"Đại học tổng hợp Saint-Petersburg, LB Nga",dai hoc tong hop saint petersburg lb nga,dai hoc tong hop saint petersburg lb nga,Tiến sỹ kinh tế,tien sy kinh te,kinh te
245,Đại học giao thông vận tải,dai hoc giao thong van tai,dai hoc giao thong van tai,Cơ khí ô tô,co khi o to,co khi o to
246,Đại học công nghệ giao thông vận tải,dai hoc cong nghe giao thong van tai,dai hoc cong nghe giao thong van tai,Cơ khí ô tô,co khi o to,co khi o to
247,Học viện tài chính,hoc vien tai chinh,hoc vien tai chinh,Tài chính - Ngân hàng,tai chinh ngan hang,tai chinh ngan hang
248,University of Sunderland,university of sunderland,university of sunderland,Banking and Financial,banking and financial,banking and financial
249,Đại học Sư phạm TP.HCM,dai hoc su pham hcm,dai hoc su pham hcm,Tâm lí học,tam li hoc,tam ly hoc
250,CAO ĐẲNG CÔNG NGHỆ TP HCM,cao dang cong nghe hcm,cao dang cong nghe thu duc,Công Nghệ May,cong nghe may,cong nghe det may
251,DH Nông Lâm,dai hoc nong lam,dai hoc nong lam hcm,Cảnh quan và kỹ thuật hoa viên,canh quan ky thuat hoa vien,canh quan ky thuat hoa vien
252,trường đại học kiến trúc đà nẵng,dai hoc kien truc da nang,dai hoc kien truc da nang,ngôn ngữ anh,ngon ngu anh,ngon ngu anh
253,Đại học Khoa học Tự nhiên,dai hoc khoa hoc tu nhien,dai hoc khoa hoc tu nhien dai hoc quoc gia hcm,Vật Lý,vat ly,vat ly hoc
254,CNTT,cong nghe thong tin,cao dang cong nghe thong tin hcm,CNTT,cong nghe thong tin,cong nghe thong tin
255,"University of Technology, Swinburne",university of technology swinburne,dai hoc cong nghe hcm,Master of integrated Marketing,master of integrated marketing,master of integrated marketing
256,Đại Học Kinh Tế TP. HCM,dai hoc kinh te hcm,dai hoc kinh te hcm,Quản Trị Kinh Doanh tổng hợp,quan tri kinh doanh tong hop,quan tri kinh doanh
257,cao đẳng nghề quy nhơn bình định,cao dang nghe quy nhon binh dinh,cao dang binh dinh,cơ khí chế tạo máy,co khi che tao may,co khi che tao may
258,Academy of Journalism and Communication,academy of journalism and communication,hoc vien bao chi tuyen truyen,International Relations,international relations,quan he quoc te
259,Đại học Công nghiệp Thực Phẩm Tp.HCM,dai hoc cong nghiep thuc pham hcm,dai hoc cong nghiep hcm,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
260,THCS QUẢNG CO THÀNH,trung hoc co so quang co thanh,trung hoc co so quang co thanh,cấp 2,cap 2,cap 2
261,đại học thể dục thể thao tp hồ chí minh,dai hoc the duc the thao hcm,dai hoc the duc the thao hcm,giáo dục thể chất,giao duc the chat,giao duc the chat
262,Đại học dầu khí Trung Quốc (Bắc Kinh),dai hoc dau khi trung quoc,dai hoc dau khi trung quoc,Kinh tế và thương mại quốc tế,kinh te thuong mai quoc te,kinh te quoc te
263,THPT Phan Đăng Lưu,trung hoc pho thong phan dang luu,trung hoc pho thong phan dang luu,điện,dien,ky thuat dien
264,Cao đẳng Công nghiệp Huế,cao dang cong nghiep hue,cao dang cong nghiep hue,Điện,dien,ky thuat dien
265,"University of Social Sciences and Humanities, HCMC",university of social sciences and humanities hcm,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,Faculty of English Linguistics and Literature,faculty of english linguistics and literature,faculty of english linguistics and literature
266,Vinh Kim High School,vinh kim high school,CannotFound,High school,high school,high school
267,Trường cao đẳng Viễn Đông,cao dang vien dong,cao dang vien dong,điều dưỡng,dieu duong,dieu duong
268,Đại học Ngoại Thương,dai hoc ngoai thuong,dai hoc ngoai thuong,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
269,Seoul National Uni,seoul national uni,CannotFound,Business,business,business
270,Trường Cao Đẳng điện lực Miền Trung,cao dang dien luc mien trung,cao dang dien luc mien trung,hệ thống điện,he thong dien,he thong dien
271,Đại học kinh doanh và công nghệ Hà Nội,dai hoc kinh doanh cong nghe ha noi,dai hoc kinh doanh cong nghe ha noi,quản trị kinh doạn,quan tri kinh doan,quan tri kinh doanh
272,Đại học BKHN,dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,Điện tử viễn thông,dien tu vien thong,ky thuat dien tu vien thong
273,THPT Nghề Phú Lâm,trung hoc pho thong nghe phu lam,trung hoc pho thong nghe phu lam,công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
274,Đại học Hoa Sen,dai hoc hoa sen,dai hoc hoa sen,quản trị nhân sự,quan tri nhan su,quan tri nhan luc
275,Đại học Lao động xã hội,dai hoc lao dong xa hoi,dai hoc lao dong xa hoi,Quản trị nhân lực,quan tri nhan luc,quan tri nhan luc
276,cao đẳng tài chính hải quan,cao dang tai chinh hai quan,cao dang tai chinh hai quan,quản trị nhà hàng khách sạn,quan tri nha hang khach san,quan tri khach san
277,Trường Đại học Tài chính - Marketing,dai hoc tai chinh marketing,dai hoc tai chinh marketing,quản trị nhà hàng khách sạn,quan tri nha hang khach san,quan tri khach san
278,Đại Học Thủ Dầu Một,dai hoc thu dau mot,dai hoc thu dau mot,Chuyên ngành Tiếng Anh Thương Mại,chuyen nganh tieng anh thuong mai,chuyen nganh
279,Đại Học GTVT TPHCM,dai hoc giao thong van tai hcm,dai hoc giao thong van tai hcm,Kỹ Thuật Xây Dựng,ky thuat xay dung,ky thuat xay dung
280,Đại học Luật TP.HCM,dai hoc luat hcm,dai hoc luat hcm,Luật học,luat hoc,luat hoc
281,Đại học KHXH&NV,dai hoc khoa hoc xa hoi nv,dai hoc khoa hoc xa hoi nv,Khoa Nhật Bản học,khoa nhat ban hoc,nhat ban hoc
282,Đại học Bách Khoa,dai hoc bach khoa,dai hoc bach khoa ha noi,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
283,Học viện Ngân hàng,hoc vien ngan hang,hoc vien ngan hang,Tài chính - Ngân hàng,tai chinh ngan hang,tai chinh ngan hang
284,Đại học quốc tế Hồng Bàng,dai hoc quoc te hong bang,dai hoc quoc te hong bang,Kiến trúc sư công trình,kien truc su cong trinh,kien truc su cong trinh
285,Đại học Kiến trúc Thành phố Hồ Chí Minh,dai hoc kien truc hcm,dai hoc kien truc hcm,Xây dựng dân dụng và công nghiệp,xay dung dan dung cong nghiep,xay dung dan dung cong nghiep
286,Đại học Tôn Đức Thắng,dai hoc ton duc thang,dai hoc ton duc thang,Công nghệ Sinh học,cong nghe sinh hoc,cong nghe sinh hoc
287,CĐSP Hà Nam,cao dang su pham ha nam,cao dang su pham nam dinh,Giáo dục thể chất,giao duc the chat,giao duc the chat
288,Hội mỹ thuật Tp.HcM,hoi my thuat hcm,CannotFound,Thiết kế mỹ thuật,thiet ke my thuat,thiet ke my thuat
289,THPT Quang Trung,trung hoc pho thong quang trung,trung hoc pho thong quang trung,t,t,t
290,Đại học Kinh tế Quốc dân,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,Kinh tế Quốc tế,kinh te quoc te,kinh te quoc te
291,Đại học Bách Khoa Thành phố Hồ Chí Minh,dai hoc bach khoa hcm,dai hoc bach khoa hcm,Kỹ thuật Hệ thống Công nghiệp,ky thuat he thong cong nghiep,ky thuat he thong cong nghiep
292,Trường Công nghệ Châu Á Thái Bình Dương (AIT),cong nghe chau a thai binh duong,CannotFound,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
293,Đại học Kiến trúc Hà Nội,dai hoc kien truc ha noi,dai hoc kien truc ha noi,Kiến trúc công trình,kien truc cong trinh,kien truc cong trinh
294,tài chính marketing,tai chinh marketing,dai hoc tai chinh marketing,Marketing tổng hợp,marketing tong hop,marketing
295,CĐ kinh tế kĩ thuật thương mại,cao dang kinh te ki thuat thuong mai,cao dang kinh te ky thuat thuong mai,tiếng anh du lịch,tieng anh du lich,du lich
296,Chuyên ngành : Quản trị kinh doanh tổng quát,chuyen nganh : quan tri kinh doanh tong quat,CannotFound,Đại học Kinh Tế Đà Nẵng,dai hoc kinh te da nang,dai hoc kinh te da nang
297,University of Stirling,university of stirling,university of stirling,Media and Communications,media and communications,media and communications
298,HCMC University of Architecture,hcm university of architecture,dai hoc kien truc hcm,Design and Applied Arts,design and applied arts,design and applied arts
299,Đại học Bách khoa Đà Nẵng,dai hoc bach khoa da nang,dai hoc bach khoa da nang,Công nghệ thực phẩm,cong nghe thuc pham,cong nghe thuc pham
300,Học viện tài chính,hoc vien tai chinh,hoc vien tai chinh,ngân hàng,ngan hang,tai chinh ngan hang
301,Học Viện Công Nghệ Bưu Chính Viễn Thông,hoc vien cong nghe buu chinh vien thong,hoc vien cong nghe buu chinh vien thong,Marketing truyền thông,marketing truyen thong,marketing
302,Học viện tài chính,hoc vien tai chinh,hoc vien tai chinh,tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
303,Central Queensland University (CQU),central queensland university,central queensland university,Financial Planning,financial planning,financial planning
304,Đại học Khoa học Huế,dai hoc khoa hoc hue,dai hoc khoa hoc hue,"Toán ứng dụng (Tổng hợp Toán- Tin) Có chứng chỉ kế toán, nghiệp vụ sư phạm.",toan ung dung co chung chi ke toan nghiep vu su pham,toan ung dung co chung chi ke toan nghiep vu su pham
305,đại học khoa học tự nhiên Hà Nội,dai hoc khoa hoc tu nhien ha noi,dai hoc khoa hoc tu nhien dai hoc quoc gia ha noi,khoa học môi trường,khoa hoc moi truong,khoa hoc moi truong
306,Trường đại học sư phạm tphcm,dai hoc su pham hcm,dai hoc su pham hcm,Tiếng trung,tieng trung,su pham tieng trung quoc
