raw,new,score
HoChiMinh University Industry,hochiminh university industry,83
cao dang cong dong vinh long,cao dang cong dong vinh long,100
Trường Cao Đẳng Quốc Tế TP.HCM,cao dang quoc te  hcm,39
lạc hồng,lac hong,75
"trung học hàng hải, học viện hải quân",trung hoc hang hai  hoc vien hai quan,78
Đại học Y dược TP. HCM,dai hoc y duoc   hcm,48
Trường Đại học Nông - Lâm Bắc Giang,dai hoc nong   lam bac giang,54
Trường Trung Cấp Nghề Nấu Ăn Và Nghiệp Vụ Khách Sạn Hà Nội,trung cap nghe nau an nghiep vu khach san ha noi,53
Trường Trung Cấp Nghề Nấu Ăn Và Nghiệp Vụ Khách Sạn Hà Nội,trung cap nghe nau an nghiep vu khach san ha noi,55
cao dang du lich ha noi,cao dang du lich ha noi,100
cao đẳng kinh tế kỹ thuật vinatex tp hồ chí minh,cao dang kinh te ky thuat vinatex  hcm,77
THPT Dl Văn Hiến,thpt dl van hien,44
U.N.A.M.,u n a m ,0
Đại Học Dân Lập Phương Đông,dai hoc dan lap phuong dong,52
cao đẳng nghề số 19,cao dang nghe so 19,79
Đại học Tôn Đức Thắng,dai hoc ton duc thang,57
Trường Đại Học Nông Lâm TP.HCM,dai hoc nong lam  hcm,35
Trường Đại Học Nông Lâm TP.HCM,dai hoc nong lam  hcm,35
Trường Đại Học Nông Lâm TP.HCM,dai hoc nong lam  hcm,35
Ho Chi Minh City University of Law,hcm city university of law,70
HUTECH - Trường Đại học Công nghệ TP.HCM,hutech   truong dai hoc cong nghe  hcm,46
Sinh viên Hutech,sinh vien hutech,81
Trường Đại học Kinh Tế Quốc Dân,dai hoc kinh te quoc dan,51
cao đẳng y tế phú thọ,cao dang y te phu tho,76
Đại học Mở Tp. HCM,dai hoc mo   hcm,41
Trường Đại Học Nông Lâm TP.HCM,dai hoc nong lam  hcm,35
"THPT Quang Trung, Thủy Nguyên, Hải Phòng",thpt quang trung  thuy nguyen  hai phong,60
Trường Đại Học Khoa học Thái Nguyên,dai hoc khoa hoc thai nguyen,57
Học Viện Kĩ Thuật Quân Sự,hoc vien ki thuat quan su,52
Đại học Dược Hà Nội,dai hoc duoc ha noi,47
Cao Đẳng Kinh Tế Đối Ngoại,cao dang kinh te doi ngoai,62
trường Đại học Tôn Đức Thắng,dai hoc ton duc thang,49
cao đẳng bách việt,cao dang bach viet,78
viện đại mở hà nội,vien dai mo ha noi,67
Ho Chi Minh City Open University,hcm city open university,68
Cao đẳng cộng đồng vĩnh long,cao dang cong dong vinh long,75
Trung cấp kinh tế kĩ thuật cà mau,trung cap kinh te ki thuat ca mau,82
ĐH kỹ thuật y - dược Đà Nẵng, dai hoc  ky thuat y   duoc da nang,54
ly thuong kiet,ly thuong kiet,100
Ton Duc Thang University,ton duc thang university,83
thpt nguyễn văn linh,thpt nguyen van linh,90
Cao Đẳng Sư Phạm Đà Lạt,cao dang su pham da lat,52
Thpt yên thành 2,thpt yen thanh 2,81
University of Economics and Business - VNU,university of economics and business   vnu,83
Đại học kinh tế - ĐHQGHN,dai hoc kinh te    dai hoc  quoc gia ha noi,39
HUTECH - Đại học Công nghệ Tp.HCM,hutech   dai hoc cong nghe  hcm,44
cao đẳng nghề cơ điện hà nội,cao dang nghe co dien ha noi,71
Trường Cao Đẳng Nghề Vĩnh Long,cao dang nghe vinh long,57
thpt liên hà,thpt lien ha,83
Trường THPT Hàn Thuyên,thpt han thuyen,38
Industrial University of Ho Chi Minh City (IUH),industrial university of hcm city ,72
Đại học Sài Gòn,dai hoc sai gon,53
Đại Học Mở Thành Phố Hồ Chí Minh,dai hoc mo   hcm,33
DHDL Van Lang, dai hoc dl van lang,42
Trường Cao Đẳng Kinh Tế - Kỹ Thuật Vinatex Thành Phố Hồ Chí Minh,cao dang kinh te   ky thuat vinatex   hcm,51
Đại học Thương Mại,dai hoc thuong mai,56
HUTECH - Trường Đại học Công nghệ TP.HCM,hutech   truong dai hoc cong nghe  hcm,46
đại học công nghiệp,dai hoc cong nghiep,74
Raffles College of Design and Commerce,raffles college of design and commerce,89
Chisholm Institute,chisholm institute,89
THPT Hàn Thuyên,thpt han thuyen,47
NEU,neu,0
Viện Đại Học Mở Hà Nội,vien dai hoc mo ha noi,45
Trường THPT Lộc Thành,thpt loc thanh,34
Trường THCS Lộc Thành,thcs loc thanh,34
Đại học Hà Nội,dai hoc ha noi,50
Tài chính Marketing,tai chinh marketing,79
Mở TP.HCM,mo  hcm,12
中央情報経理専門学校,zhong yang qing bao jing li zhuan men xue xiao,0
Dai Hoc Kinh Te Luat,dai hoc kinh te luat,75
Đại Học Dược Hà Nội,dai hoc duoc ha noi,42
cao dang duoc phu tho,cao dang duoc phu tho,100
Trung cấp Dược Hà Nội,trung cap duoc ha noi,57
Ha Noi Tourism College,ha noi tourism college,82
Đại học Sư Phạm Kỹ Thuật Nam Định,dai hoc su pham ky thuat nam dinh,58
Ton Duc Thang University,ton duc thang university,83
Ton Duc Thang University - Vietnam,ton duc thang university   vietnam,82
sư phạm kỹ thuật tphcm,su pham ky thuat hcm,76
Đại học Quy Nhơn,dai hoc quy nhon,62
Truong Dai Hoc Tay Bac,dai hoc tay bac,59
DH Vinh, dai hoc  vinh,38
ĐH Ngoại ngữ - ĐH Quốc gia HN, dai hoc  ngoai ngu    dai hoc  quoc gia ha noi,45
ĐH Ngoại ngữ - ĐH Quốc gia HN, dai hoc  ngoai ngu    dai hoc  quoc gia ha noi,45
ĐH Quốc Gia, dai hoc  quoc gia,41
Đại học Kinh tế TP.HCM,dai hoc kinh te  hcm,52
Đại Học Duy Tân,dai hoc duy tan,53
DH ky thuat cong nghe_HUTECH, dai hoc  ky thuat cong nghe hutech,60
Ton Duc Thang University,ton duc thang university,83
đại học công nghiệp tp. hồ chí minh,dai hoc cong nghiep   hcm,63
thpt thuan thanh 1,thpt thuan thanh 1,100
THCS Lê Quý Đôn,thcs le quy don,33
Trường Đại học Cần Thơ - Can Tho University,dai hoc can tho   can tho university,63
cd kinh te ki thuat thuong mai ha tay, cao dang  kinh te ki thuat thuong mai ha tay,90
trường đại học công nghiệp thực phẩm tphcm,dai hoc cong nghiep thuc pham hcm,69
Đại học Hồng Đức,dai hoc hong duc,56
Trường THPT Chu Văn An,thpt chu van an,38
Đại Học Chữ To,dai hoc chu to,50
THPT Chu Văn An,thpt chu van an,47
Trường Trung Cấp Kế Toán,trung cap ke toan,49
Trường Đào Tạo Chứng Chỉ,dao tao chung chi,44
đh Công nghiệp Tp HCM, dai hoc  cong nghiep  hcm,51
Trường THCS Hải Bối,thcs hai boi,29
trung cap nghe ke toan,trung cap nghe ke toan,100
IUH -  ĐH Công Nghiệp TP.HCM,iuh    dai hoc  cong nghiep  hcm,40
Youth Union - Ho Chi Minh city University of Food Industry,youth union   hcm city university of food industry,80
đại học công nghiệp hà nội,dai hoc cong nghiep ha noi,73
Đại học công nghệ thông tin và truyền thông Thái Nguyên,dai hoc cong nghe thong tin truyen thong thai nguyen,75
đại học trà vinh,dai hoc tra vinh,75
Đại học Nguyễn Tất Thành,dai hoc nguyen tat thanh,62
Cao Đẳng Việt Mỹ,cao dang viet my,56
HCMC Open University,hcm open university,72
trung cấp nghề quang trung,trung cap nghe quang trung,92
đại học nguyễn tất thành,dai hoc nguyen tat thanh,75
TRUONG DAI HOC THUY LOI,dai hoc thuy loi,15
Trường Đại học Văn hóa Thể thao và Du lịch Thanh Hóa,dai hoc van hoa the thao du lich thanh hoa,62
Trường Đại học Tài chính - Marketing,dai hoc tai chinh   marketing,65
HIU,hiu,0
trường đại học kho học Huế,dai hoc kho hoc hue,58
PACE,pace,0
truong han thuyen,han thuyen,74
đại học bách khoa đà nẵng,dai hoc bach khoa da nang,72
đại học mỏ địa chất,dai hoc mo dia chat,63
Hồng Bàng International University,hong bang international university,82
Hoa Sen University,hoa sen university,83
Trường đại học Thành Tây,dai hoc thanh tay,49
truong cao dang nghe duyen hai,cao dang nghe duyen hai,87
Đại Học Mở Tphcm,dai hoc mo hcm,53
STHC - Saigontourist Hospitality College,sthc   saigontourist hospitality college,80
Đại Học Ngoại Thương,dai hoc ngoai thuong,55
ĐH Kiến Trúc Đà Nẵng, dai hoc  kien truc da nang,43
Đại học Công Đoàn,dai hoc cong doan,59
ĐH Công Nghiệp Thực Phẩm TPHCM, dai hoc  cong nghiep thuc pham hcm,46
Eduviet Corporation,eduviet corporation,89
HUTECH - Đại học Công nghệ Tp.HCM,hutech   dai hoc cong nghe  hcm,44
cao đẳng tài chính hải quan,cao dang tai chinh hai quan,81
Cao đẳng sư phạm Hà Nội,cao dang su pham ha noi,61
đại học công nghiệp thực phẩm,dai hoc cong nghiep thuc pham,76
hoc vien viet duc,hoc vien viet duc,100
dh van hoa tphcm, dai hoc  van hoa hcm,76
Danang college of economics and planning,danang college of economics and planning,98
"University of Economics, Ho Chi Minh City",university of economics  hcm city,76
Trường trung học cơ sở Vĩnh Bình,trung hoc co so vinh binh,63
Trường THPT nguyễn Dục,thpt nguyen duc,43
Đại học Công nghiệp thực phẩm TP HCM,dai hoc cong nghiep thuc pham  hcm,66
Trung cấp nghề,trung cap nghe,79
UWE Bristol,uwe bristol,64
Vietnam National University - Ho Chi Minh City (VNU-HCM),vietnam national university   hcm city ,69
American Polytechnic College,american polytechnic college,89
American Polytechnic College,american polytechnic college,89
NLU,nlu,0
Đại Học KHXH & NV,dai hoc  khoa hoc xa hoi    nv,26
Cao đẳng Công Thương,cao dang cong thuong,60
Đại học Lương Thế vinh,dai hoc luong the vinh,64
Tây đô,tay do,33
Cao đẳng thống kê,cao dang thong ke,71
Muốn làm giàu bằng đôi bàn tay trắng :X,muon lam giau bang doi ban tay trang :x,74
Đại học Kinh tế - Kỹ thuật Bình Dương,dai hoc kinh te   ky thuat binh duong,62
Đại học Ngoại ngữ - Tin học TP.HCM,dai hoc ngoai ngu   tin hoc  hcm,58
Học viện ngân hàng,hoc vien ngan hang,72
thpt trần hưng đạo,thpt tran hung dao,78
Học viện kỹ thuật quân sự,hoc vien ky thuat quan su,72
Seoul National University,seoul national university,88
trường đại học công nghiệp ha nội,dai hoc cong nghiep ha noi,68
cao đẳng sư phạm hà nội,cao dang su pham ha noi,74
Nguyen Tat Thanh,nguyen tat thanh,81
Trường CĐ Công Nghệ và Quản trị Sonadezi, cao dang  cong nghe quan tri sonadezi,59
Harvard University,harvard university,89
Đại học sài gòn,dai hoc sai gon,67
dai hoc kinh te hue,dai hoc kinh te hue,100
trường THPT Earok,thpt earok,44
đại học mở,dai hoc mo,60
Đại học Kinh tế và Quản trị kinh doanh,dai hoc kinh te quan tri kinh doanh,74
Trường Tiểu học và THCS Quang Trung - Đống Đa - Hà Nội,tieu hoc thcs quang trung   dong da   ha noi,53
Trường Đại học Khoa học Xã hội và Nhân văn,dai hoc khoa hoc xa hoi nhan van,57
Khoa CNTY - ĐH Nông Lâm TP.HCM,khoa cnty    dai hoc  nong lam  hcm,37
Đại Học Vinh,dai hoc vinh,58
Đại học Bình Dương,dai hoc binh duong,56
trường kỉ thuật nghiệp vụ an giang,ki thuat nghiep vu an giang,75
Harvard University,harvard university,89
trung cap nghe binh duong,trung cap nghe binh duong,100
Trung cấp nghề Hậu Giang,trung cap nghe hau giang,75
Đại Học Khoa Học và Công Nghệ Hà Nội - USTH,dai hoc khoa hoc cong nghe ha noi   usth,48
truong trung hoc co so minh luong,trung hoc co so minh luong,88
Đại học Mỹ Thuật Công Nghiệp,dai hoc my thuat cong nghiep,61
ĐH Tôn Đức Thắng, dai hoc  ton duc thang,41
Cao Đẳng kinh tế công nghiệp,cao dang kinh te cong nghiep,79
Open University - Postgraduate,open university   postgraduate,87
Dai hoc Nong Lam TPHCM,dai hoc nong lam hcm,67
HUTECH - Trường Đại học Công nghệ TP.HCM,hutech   truong dai hoc cong nghe  hcm,46
Đại học Hàng không dân dụng viet nam,dai hoc hang khong dan dung viet nam,78
Cao Đẳng Viễn Đông,cao dang vien dong,61
Trường Đại học Sư phạm Hà Nội,dai hoc su pham ha noi,47
THCS Bạch Đằng,thcs bach dang,43
thcs đông hồ 1,thcs dong ho 1,79
không thể nói,khong the noi,77
Duy Tan University,duy tan university,83
Trường THPT Lộc thái,thpt loc thai,36
"University of Engineering and Technology, VNU",university of engineering and technology  vnu,84
Vinh Long,vinh long,78
Trường Cao Đẳng Nghề Ladec Thủ Đức,cao dang nghe ladec thu duc,56
Học viện Công nghệ Bưu chính Viễn thông,hoc vien cong nghe buu chinh vien thong,69
Trường Đại học Tôn Đức Thắng,dai hoc ton duc thang,49
Trường Đại Học Công Nghiệp TP-HCM,dai hoc cong nghiep  hcm,42
Yersin University of Dalat,yersin university of dalat,88
Trường Đại học Ngoại ngữ - Tin học TP. HCM - HUFLIT,dai hoc ngoai ngu   tin hoc   hcm   huflit,47
Cao Dang Nghe Tphcm,cao dang nghe hcm,78
Đại Học Rèn Luyện Kĩ Năng Chém Gió Quốc Tế Xuyên Lục Địa,dai hoc ren luyen ki nang chem gio quoc te xuyen luc dia,54
học viện ngân hàng,hoc vien ngan hang,78
Học viện ngân hàng,hoc vien ngan hang,72
Đại học Tôn Đức Thắng,dai hoc ton duc thang,57
An Giang University (AGU),an giang university ,76
Ben Thanh,ben thanh,78
Đại học Quốc tế Hồng Bàng - HIU,dai hoc quoc te hong bang   hiu,55
Trường Đại Học Văn Lang Tp Hcm,dai hoc van lang  hcm,56
Trường Đại học Kinh tế- Kỹ thuật Bình Dương,dai hoc kinh te  ky thuat binh duong,56
ĐH Văn Hiến, dai hoc  van hien,34
NTTU - Đại học Nguyễn Tất Thành,nttu   dai hoc nguyen tat thanh,55
HUTECH - Đại học Công nghệ Tp.HCM,hutech   dai hoc cong nghe  hcm,44
trungtamdaynghethanhxuan.vn,trungtamdaynghethanhxuan vn,96
trường trung cấp âu việt,trung cap au viet,68
Khoa hoc tu nhien,khoa hoc tu nhien,94
Vietnam National University - Ho Chi Minh City (VNU-HCM),vietnam national university   hcm city ,69
Trường Cao Đẳng Viễn Đông,cao dang vien dong,51
Đại học Nội vụ Hà Nội - Hanoi University of Home Affairs,dai hoc noi vu ha noi   hanoi university of home affairs,73
Hoa Sen University,hoa sen university,83
trương đh công nghiệp tp hồ chí minh, dai hoc  cong nghiep  hcm,55
Đại học Kinh tế Quốc dân,dai hoc kinh te quoc dan,67
đại học văn lang,dai hoc van lang,75
Ngô Quyền,ngo quyen,56
đại học tây bắc,dai hoc tay bac,67
Cao Đẳng Nghề Số 7 BTL-QK7,cao dang nghe so 7 btl qk7,50
Đại học Giao Thông Vận Tải TP Hồ Chí Minh,dai hoc giao thong van tai  hcm,53
đh Hutech, dai hoc  hutech,56
DHCN Ha Noi, dai hoc cong nghe ha noi,28
Trường Đại học Thủy lợi,dai hoc thuy loi,51
cao đẳng công nghiệp và xây dựng,cao dang cong nghiep xay dung,71
Đại học Bình Dương,dai hoc binh duong,56
DH Sư Phạm Kỹ Thuật Hưng Yên, dai hoc  su pham ky thuat hung yen,44
Đại Học Kinh Doanh Và Công Nghệ Hà Nội - HUBT,dai hoc kinh doanh cong nghe ha noi   hubt,53
Đại học Nông Lâm,dai hoc nong lam,56
CD Ky Thuat COng Nghe Van Xuan, cao dang  ky thuat cong nghe van xuan,62
Green Foods,green foods,82
TC kinh tế kỹ thuật,tc kinh te ky thuat,74
ĐH quốc gia Hà Nội, dai hoc  quoc gia ha noi,51
CAO DANG Y TE NINH BINH,cao dang y te ninh binh,22
HoChiMinh University Industry,hochiminh university industry,83
ĐH SPKT Hưng Yên, dai hoc  spkt hung yen,31
Duy Tan University,duy tan university,83
Da Nang University of Technology,da nang university of technology,88
cao đẳng nghề số 4-bqp,cao dang nghe so 4  bo quoc phong ,61
trung cấp ktkt hồng lam,trung cap ktkt hong lam,91
đại học công nhiệp quảng ninh ,dai hoc cong nhiep quang ninh,78
Hanoi Open University,hanoi open university,86
trung cấp bách khoa sài gòn,trung cap bach khoa sai gon,85
Đại học Công Nghệ TP.hcm,dai hoc cong nghe  hcm,61
Trường Đại học Luật Hà Nội,dai hoc luat ha noi,44
Đại Học Vinh - Vinh University,dai hoc vinh   vinh university,73
Đại học Cần Thơ,dai hoc can tho,53
Đại học Nông Lâm TpHCM,dai hoc nong lam hcm,48
Trường Trung cấp bách khoa sài gòn,trung cap bach khoa sai gon,72
IUH -  ĐH Công Nghiệp TP.HCM,iuh    dai hoc  cong nghiep  hcm,40
"THCS Nguyễn Văn Phú, Quận 11, Tp.HCM",thcs nguyen van phu  quan 11   hcm,46
Diễn Đàn Học viện Nông nghiệp Việt Nam,dien dan hoc vien nong nghiep viet nam,66
nguyễn tất thành,nguyen tat thanh,81
THPT bắc thăng long,thpt bac thang long,67
cao đẳng bk hưng yên,cao dang  bach khoa  hung yen,65
học viện noing nghiệp việt nam,hoc vien noing nghiep viet nam,87
cao dang y te ha nam,cao dang y te ha nam,100
Trung tâm dạy nghề,trung tam day nghe,79
Đại học Kinh doanh và Công nghệ Hà nội,dai hoc kinh doanh cong nghe ha noi,68
trường cao đẳng nghề lilama2,cao dang nghe lilama2,69
Trường Đại Học Dân Lập Văn Lang,dai hoc dan lap van lang,47
DaNang College Technology (Cao Đẳng Công Nghệ - Đà Nẵng),danang college technology ,54
đại học cntt Gia Định,dai hoc cntt gia dinh,71
Trường Đại Học Nội Vụ Hà Nội,dai hoc noi vu ha noi,37
Trường dạy nghề Zasaka,day nghe zasaka,65
truong trung cap y duoc mekong,trung cap y duoc mekong,87
aprotrain aptech,aprotrain aptech,100
tốt nghiêp thpt,tot nghiep thpt,87
Foreign Trade University of Vietnam,foreign trade university of vietnam,89
Đại Học Bách Khoa - Đại Học Đà Nẵng,dai hoc bach khoa   dai hoc da nang,54
THCS Tân Quý Tây,thcs tan quy tay,38
cao đẳng lương thực- thưc phẩm,cao dang luong thuc  thuc pham,73
Đại học luật hà nội,dai hoc luat ha noi,68
IUH - Đại học Công Nghiệp TP.HCM,iuh   dai hoc cong nghiep  hcm,48
Học viện siêu nhân xanh,hoc vien sieu nhan xanh,78
Gicuco,gicuco,83
Đại học Ngoại Ngữ -Tin học HCM,dai hoc ngoai ngu  tin hoc hcm,57
trường cao đẳng kinh tế Tp.HCM,cao dang kinh te  hcm,55
Posts and Telecommunications Institute of Technology,posts and telecommunications institute of technology,92
