school_name,specialization
"Đại học Sài Gòn","kế toán"
"Đại học Dân lập hùng vương","du lịch"
"ĐH Tôn Đức Thắng","Tiếng Anh"
"IIG Việt Nam","TOEIC 895"
"ĐH Sư phạm TP. HCM","Năng lực giảng dạy TKT (ĐH Cambridge)"
"truong nghiệp vụ du lịch vũng tàu","du lịch nhà hàng khách sạn"
"Can đẳng nghề Bách Khoa","thiết kế đồ họa"
"trung tâm dậy nghề","lái xe"
...,........
"Đại học Công nghiệp Hà Nội","Hệ thống thông tin"
"THCS Nguyễn Văn Nghi",9/12
"cao đẳng công thương","kế toán tài chính"
"cao đẳng sư phạm huế","kế toán doanh nghiệp"
"Đại Học Phương Đông","Kế toán"
"ĐẠI HỌC GIAO THÔNG VẬN TẢI","Kỹ thuật xây dựng công trình giao thông"
"đại học Lao Động Xã Hội cơ sở 2","Công Tác Xã Hội"
"Cao đẳng kinh tế công nghệ TPL.Hcm","Tài Chính Ngân Hàng"
"cao đẳng nghề cntt ispace","an ninh mạng"
"cao đẳng công nghệ kinh tế công nghiệp","kế toán doanh nghiệp"
"Trường đại học giao thông vân tải tphcm","kĩ thuật điện tử, truyền thông"
"quang trung","the thao"
"Trường đại học Thương Mại","Chuyên nghành marketing"
"trường THCN chế  tao may","cơ khi"
"trung tâm huấn luyện cán bộ Y tế quân khu 9","Y Ta"
"University of Central Lancashire","MSc of Information systems design"
"FPT Aptech","Chuyên viên lập trình"
"Đại học Hà Nội","Tiếng Pháp"
"Trường đại học kinh tế thành phố Hồ Chí Minh","Kinh doanh quốc tế"
"ĐH Đông Đô","Quan Hệ Quốc Tế"
"インタナショナル・スクールオフ・ビジネス ( International School of Bussines)","Quản trị kinh doanh & Ẩm thực"
"cao dang cong nghe thu duc","diencong nghiep"
"đại học ngoại ngữ đà nẵng","cử nhân tiếng anh"
"Đại học xây dựng","Kinh tế xây dựng"
"trung tâm giáo dục thường xuyên chương mỹ","trang điểm - tóc"
bk,cccc
"trung cấp kỹ thuật nông nghiệp","kế toán-tin học"
"đại học kiến trúc hà nội","kĩ thuật môi trường đô thị"
"THPT NGUYỄN VIỆT HỒNG","Phổ Thông"
"kinh tế quốc dân","kinh tế đầu tư"
"đại học công nghiệp tp HCM","công nghệ thực phẩm"
"ĐH KHXHNV - ĐHQGTPHCM","báo chí truyền thông"
"Trung học phổ thông long phước","Gia sư"
Home,"CNTT + Tài chính CC"
"học viện ngân hàng","tài chính- ngân hàng"
"học viện hanh chính","hanh chính học"
"đại học an giang","công nghệ thực phẩm"
"ĐH Tài chính Marketing","Đầu tư tài chính-Bảo hiểm"
"ĐẠI HỌC QUỐC TẾ SÀI GÒN","THƯƠNG MẠI QUỐC TẾ"
12/12,"ngoại ngữ"
huflit,"đông phương học"
"truyền hình","quay phim và dựng"
"ĐH Khoa học Xã hội và Nhân văn","Quan hệ công chúng"
"Đại học ĐỒNG NAI","Quản trị kinh doanh"
"dậy nghề long thành","lái xe lâng"
"Duy Tan University","Tài chính ngân hàng"
DHCN,"Software Engineering"
...,...
"Hoa Sen University","International economics"
"Đại học Công Nghệ TpHCM","Quảng trị kinh doanh"
"cao đẳng nghề công nghiệp hà nội","điện tử điện lạnh"
"Đại học Tôn Đức Thắng","Tài chính - Ngân hàng"
"Trường CĐN Sóc Trăng,  Trường CĐN Số 9","Điện Công Nghiệp, Bằng Lái Hạng C"
"Đại học Công Nghệ TPHCM","quản trị lữ hành"
"Trường Đại học Kinh Tế Tp HCM","Thư ký văn phòng"
"Văn Lang University","Đông Phương Học ( Nhật Bản)"
"ĐHYD TPHCM","Kĩ Thuật Chẩn Đoán Hình Ảnh"
"học viện hàng không việt nam","an nínhi h"
"Đại học lao động xã hội cơ sở 2","Bảo hiểm"
"trung cấp nghề cho người khuyết tật","cơ khí"
"Trường Đại học Công nghệ Tp HCM","Ngôn Ngữ Anh"
"Đại học Mỹ thuật TP.HCM","Mỹ thuật ứng dụng"
"trường dạy nghề thanh xuân","sửa chữa ô tô"
"Đại học luật thành phố Hồ Chí Minh","Luật Dân sự"
"IIG Vietnam","Toeic 720 điểm"
"Đại học Luật thành phố Hồ Chí Minh","Tin học A ứng dụng"
"Đại Học Dân lập Văn Hiến","Quản trị kinh doanh"
"dai hoc mo dia chat","trac dia _ban do"
"Đại học Công nghiệp Hà Nội","Cơ điện tử"
"Cao Đẳng Du Lịch Hà Nội","Quản trị kinh doanh"
"đại học ngân hàng tp hcm","quản trị kinh doanh"
"đại học công nghiệp tphcm","công nghệ thực phẩm"
"cd duyên hải","kế toán"
"Viện đào tạo sau đại hoc kinh tế quốc dân",Logistics
"Ho Chi Minh Bach Khoa University","Automation vs Control"
"Đại Học Ngân Hàng TP.HCM","Quản Trị Kinh Doanh"
"cao đẳng kinh tế kỹ thuật thành phố hồ chí minh","quản trị kinh doanh"
"Công nghiệp thực phẩm","Quản trị nhà hàng và dịch vụ ăn uống"
"đại học kinh tế quốc dân hà nội","kế toán tài chính"
"viện đại học mở hà nội","quản trị kinh doanh"
"Đại học Kinh tế Quốc dân","Tài chính Doanh nghiệp"
"Đại học Văn Lang","quản trị kinh doanh"
"nam khoai chau","trung hoc"
"truong  day nghe","lai xe"
"Cao dang nghe đa. lat","công nghê otô"
"Cao đẳng kinh tế đối ngoại","Kế toán doanh nghiệp thương mại"
"trường CĐSP Ninh Thuan","Tin học ứng dụng"
"Trương cao đăng quôc tê TP.HCM","Công  Nghê Thưc Phâm"
"ĐH điện lực","kế toán tài chính"
"Đại học Tài chính - Marketing","Quản trị khách sạn"
"Trường Cao đẳng Sư phạm trung ương TP.Hồ Chí Minh","Cấp dưỡng"
Huflit,"Quản trị kinh doanh"
"saigontourist ","huong dan vien du lich"
"Đại Học Sư Phạm Kỹ Thuật TP Hồ Chí Minh","Công Nghệ Kỹ Thuật Máy Tính"
"Đại học Ngoại Thương","Kinh tế đối ngoại"
"Cao Đẳng Văn Hoá Nghệ Thuật và Du Lịch Sài Gòn","Kế Toán"
"Đại Học Mở","Quản trị Kinh doanh cn Marketing"
"truong cao dabg kinh te ky thuat mien nam",dược
"dai hoc lac hong","tai chinh ngan hang"
"Đại học Mở","kinh doanh quốc tế"
"không yêu cầu","Không yêu cầu"
"đại học hồng bàng","kế toán"
"Cao đẳng Công Thương TPHCM","Công nghệ thực phẩm"
"thpt bến tắm","khoa học xã hội"
"Đại học Kỹ Thuật Công Nghệ HCM","Tiếng anh Thương mại"
"Cao Đẳng Kinh Tế Đối Ngoại","Quản Trị Kinh Doanh"
"truong trung hoc kien tuong","lao dong phô thong"
"Đại học SP Thái Nguyên","SP Văn -Địa"
"Đại học Ngân hàng TPHCM","Tài chính - Ngân hàng"
"Học  Viện Hành Chính Quốc Gia ","Quản Lý Nhà Nước"
"Đại học Công nghệ giao thông vận tải","Công nghệ cầu đường bộ"
"đại học mỏ địa chất","địa chất công trình - địa kỹ thuật"
"Cao đẳng truyền hình","Báo chí truyền hình"
"công nghiệp tuy hòa","quản trị kinh doanh"
"giáo dục thường xuyên long điền","không có"
"Cao Đẳng Nghề Thủ Đức","Điện tử"
"Cao Đẳng Công Nghệ Sài Gòn","Quản trị kinh doanh"
"ĐH Ngoại ngữ tin học TPHCM","kinh doanh quốc tế"
"việt xô","cơ khí chế tạo máy"
"đại học nguyễn tất thành","việt nam học"
"Đại học Khoa học Tự nhiên - Đại học quốc gia HCM","Sinh học"
"cao dang y te tien giang","dược học"
"Đại Học Văn Hóa Thể Thao và Du Lịch Thanh Hóa","Thiết Kế Thời Trang"
"vinh loc a","o co"
"nguyen thai binh","trung hoc pho thong"
"trung cap van Thu luu tru trung uong","luu tru Ho so"
"Đại Học Công Nghiệp Hà Nội","Điện Tử - Truyền Tgông"
"Cao đẳng Bán công Công Nghệ & Quản Trị Doanh Nghiệp","Quản Trị Kinh Doanh"
"Trung Học phổ thông Lý Tự Trọng","Trung học phổ thông Lý Tự Trong"
"Cao đẳng du lịch hà nội","chế biến món ăn"
"đại học văn lang","ngôn ngữ anh"
"Học Viện Nông Nghiệp Việt Nam","Khoa học Môi trường"
"Cao đẳng kinh tế Tp. Hồ Chí Minh","Quản trị kinh doanh"
"thpt lý tự trọng","thpt lý tự trọng"
"thpt lý tự trọng","thpt lý tự trọng"
"Trường đại học lâm nghiệp","Xây dựng dân dụng và công nghiệp"
"đại học kinh tế kĩ thuật công nghiệp","công nghệ dệt may"
"trương an","lai xe"
"Nguyễn trung trực","bán hàng onl"
"trung tâm giới thiệu việc làm tây ninh","tài xế lái xe"
"Đại học kinh tế kỹ thuật công nghiệp","kế toán"
"Đại học Kinh tế TP HCM","Ngân hàng"
"fpt arena","thiết kế đồ hoạ"
"Cao Đẳng sư phạm trung ương","Mầm non"
"Trung Cấp Bách Khoa Bình Dương","Y Sỹ Đa Khoa"
"Cao Đẳng Công Thương","Quản trị kinh doanh"
"CĐ Kinh tế Đối ngoại","Tiếng Anh thương mại"
"THPT Bình Phú","Học sinh"
"trường tc miền Tây. tp cần thơ","dược sĩ"
"Đại học Văn Lang",Marketing
"ttđt tiến bộ","lái xe"
"đại học Bách Khoa Hà Nội","kỹ sư  quá trình và thiết bị"
"Truong Cao Dang Dai Viet Sai Gon",CNTT
"Trường đại học Tôn Đức Thắng","Kĩ thuật hoá học"
"Trường Đại học Kinh tế - Luật","Kế toán"
"Đại học Công Nghiệp Hà Nội","Điện tử"
"trung cấp kinh tế kĩ thuật sài gòn","kế toán"
"Trung Học phổ thông Tân Phong","phổ thông"
"Đại học Quản trị kinh doanh","tài chính kế toán"
"đại học giao thông vận tải hà nội","xây dựng cầu đường bộ"
"Cao đẳng Công Nghiệp Tuy Hoà","Quản trị kinh doanh"
"Đại học Luật Hà Nội","Luật kinh tế"
"Đại học ngoại ngữ tin học tphcm","kế toán"
"Cao Đẳng Kinh Tế Đối Ngoại","Kế Toán Doanh Nghiệp Thương Mại"
"Trường thpt Trần Nguyên Hản","Nội thất"
"Trường Đại Học Sư Phạm Kỹ Thuật Hưng Yên","Công Nghệ May- Thiết Kế Thời Trang"
"Đại Học Điện Lực","Hệ Thống Điện"
Hutech,"quản trị nhà hàng"
"Foreign Trade University","Business Administration"
kent,"nhiếp ảnh và dựng phim"
"Trường cao đẳng kinh tế kỹ thuật sài gòn","Quản trị kinh doanh"
"Đại học Ngoại Ngữ và Tin Học Thành phố Hồ Chí Minh","Tài chính - Ngân hàng"
"thieu sinh quan","thieu sinh quan"
"vạn hạnh","bán hàng online"
"Đại học Kinh tế Quốc dân","Kế hoạch"
"Đại học Luật thành phố Hồ Chí Minh","Luật Dân sự"
"Trung Hoc Pho Thong Hoa Da","tieng anh "
"cấp 2",ko
"trung học phổ thông nguyễn cômg hoan","học sinh"
"trần quốc tuấn","đang nghiz"
"ĐH Giao thông vận tải Tp Hồ Chí Minh","Điện công nghiệp - Kĩ thuật điện"
"Đại học Kinh doanh và Công nghệ Hà Nội","Tài chính- Ngân hàng"
"Cao Đẳng Thực hành FPT Polytechnic Đà Nẵng","Quản trị Nhân Sự"
"cao đẳng công nghệ thông tin hữu nghị Việt - Hàn Đà Nẵng","mạng máy tính"
"Trường Cao đẳng Sư phạm Ninh Thuận","Sư phạm Tiểu học"
"Đại Học Sài Gòn","Thư Ký Văn Phòng"
"THPT Thanh Chương 3","văn hóa"
"cao đẳng điện lực",điện
"Cao đẳng sư phạm Nha Trang","Công nghệ thông tin"
"Đại học Mở Hà Nội","Tiếng Anh"
esuhai,"tieng nhat"
TTGDNN-GDTXHTT,"kế toán"
"Trường CĐ GTVT",CNTT
"Trường THPT vĩnh hải",THPT
hutech,"điện điện tử"
"trung cấp bến thành","dược sĩ, điều dưỡng"
"Đại học Khoa Học Tự Nhiên thành phố Hồ Chí Minh.","Khoa học vật liệu"
"truờng đh công nghiệp hà nội","tài chính ngân hàng"
"Trường ĐH Hùng Vương TPHCM","Quản trị kinh doanh"
"THCS Trường Thọ","Học Tập"
"trường trung cấp nghiệp vụ Nam Sài Gòn","Ngành Điện tử"
"trung tam ho tro phat trien kinh te thanh nien","bao tri may may cong nghiep"
"đại học y dược tphcm","cử nhân xét nghiệm y học"
"Đại học Tôn Đức Thắng","Du lịch"
"cao dăng y đọc pasteur","dược học"
"Đông Tân",toangioi
"salon ngọc hà","cắt tóc"
"đại học sư phạm kỹ thuật tp.hồ chi minh","cơ khí"
..,..
"chao yang university of technology","quản trị kinh doanh"
"Học Viện Ngân Hàng","Quản trị doanh nghiệp"
"City University of Seattle","Quản trị tài chính"
"đại học mở hà nội","điện tử"
"Đại học công lập Tôn Đức Thắng tpHCM","Kinh Doanh quốc tế, Aptech IT"
"THPT chuyên Thoại Ngọc Hầu",IT
"trường trung học cơ sở phước thiền","thợ bạc"
"Đại học Sư phạm Tp.HCM","Sư phạm Tiếng Anh"
"Cao đẳng kinh tế công nghệ tphcm","công nghệ phần mềm"
"đại học giao thông vận tải","công trình"
"Học viện cán bộ tp HCM","quản lí nhà nước"
"Viện Đại Học Mở Hà Nội","Kế toán"
"Trường THPT M.V.Lomonoxop","học tập"
"trường  cao đẳng  nghề  Ladec","kế  toán doanh nghiệp"
"Đại Học Công Nghiệp Thành Phố Hồ Chí Minh","Công Nghệ Hóa"
"ĐẠI HỌC SƯ PHẠM NGHỆ THUẬT TW","SƯ PHẠM ÂM NHẠC"
"trường trung học cơ sở lộc đức",...
"Học viện Tài Chính","Tài chính Doanh nghiệp"
"Đại học lao động xã hội","kế toán tiền lương"
"Đại học Kinh tế Quốc dân","Kinh tế"
"Đại Học Văn Lang","Xây Dựng"
"Học viện Ngân Hàng","Quản trị Tài chính"
"truong cao đẳng kỹ thuật Lý Tự Trọng","kỹ thuật may"
"ĐH KHXH&NV","Lịch sử"
"trung học cơ sở thái hòa","lớp 9."
"Trường Đại Học Khoa Học Xã Hội Và Nhân Văn","Tiếng Anh"
"đại học Kinh Tế - Luật","Kinh doanh quốc tế"
"trường Đại học lao động xã hội","quản trị nhân lực"
"Đại học Thương mại","Tài chính ngân hàng"
"bùi thị xuân","chưa học hết lơp 7"
"trung cấp dược trung ương","dược sĩ"
"ĐH FPT","Công Nghệ Thông Tin"
"Đại học Sư Phạm Kỹ Thuật TPHCM","Điện Công Nghiệp"
"Don Bosco","Điện tử"
"Học viện tài chính","quản trị kinh doanh"
"Viện Đại học Mở Hà Nội","Quản trị kinh doanh (Du lịch và khách sạn)"
"Học Viện Tài Chính","Tài Chính Doanh Nghiệp"
"Cao Đẳng y  tế Đồng Nai","Điều dưỡng đa khoa"
"thpt đại an","không học"
"Đại Học Lạc Hồng","Chuyên ngành Thực Phẩm"
"Trường đại học Nông Lâm TPHCM","Công nghệ chế biến thủy sản"
"sư phạm cà mau","công nghệ"
"Đại học Sư Phạm Kỹ Thuật TPHCM","Điện tử viễn thông "
"Cao Đẳng Nghề Du Lịch Sài Gòn","Quản trị Khách Sạn"
Saigontourist,"Chuyên ngành bếp Âu . có bằng bếp Á"
"huynh phi hung ca mau","lao dongkhng"
"Đại học Vinh","Luật học"
"arena multimedia","thiết kế đồ họa"
"Đại học luật TP HCM",Luật
"Trường Đại học Công Nghiệp TPHCM","kế toán - kiểm toán"
"kim đồng","khong co"
"trường đại học lạc hồng","kế toán tin học"
"Đại học Công Đoàn","Kế toán"
"CD KT- KT Vinatex TpHCM","Thiet ke thoi trang"
"truong cao dang cong thuong thanh pho ho chi minh","quan tri nha hang"
"giồng ông tô","lái xe"
"Đại học Quy Nhơn","Tài chính - Ngân hàng "
"Đại học Văn Hiến","Quản trị dịch vụ lữ hành và du lịch"
"Khoa học tự nhiên Tp.HCM","Công nghệ sinh học"
"Trường NVDLKS VIỆT GIAO","Bếp Âu Á và Đông Nam Ákhaar"
thcs,"pho thông"
"Trường NVDLKS VIỆT GIAO","Bếp Âu Á và Đông Nam Á"
"cao đẳng cộng đồng hà nội","quản trị marketing"
"Trường Trung Cấp Y Tế Sóc Trăng","Cao Đẳng Dược"
"truong trung hoc co so an thanh","chua co chuyen nganh"
"Đại học Bách khoa Hà Nội","Khoa học và Công nghệ Môi truong"
"học viện âm nhạc thành phố","Thanh nhạc"
"trung hoc co so","khong co"
"Đại học khoa học xh và nhân văn","Ngữ văn"
"trung cấp phương nam","Giáo viên mầm non"
"Trường Đại Học Kinh Tế Quốc Dân","Kế toán tổng hợp"
"Cao đẳng Kinh Tế - Công nghệ TPHCM","Tài chính ngân hàng "
"học viện tài chính","kiểm toán"
"Cao Đẳng Tài Chính Hải Quan","Thuế hải quan "
"Trường Đại học Công Nghệ TP Hcm Hutech","Kỹ thuật công nghệ ô tô"
"Đại học Tôn Đức Thắng","Cử nhân Anh Văn"
"đại học nguyễn tất thành","quản trị khách sạn"
"Đại học Bình Dương","luật kinh tế"
"Đại học Thiên Tân Trung Quốc","Kiến trúc"
"Trường đại học Thiên Tân Trung Quốc","Kiến trúc sư"
"Lữ Đoàn Đặc công 429",at
"THPT Lê Trung Đình","cấp 3"
"Saigon Tech University","Business Administration"
"Đại học Bách Khoa TP.HCM","Kỹ thuật xây dựng"
"Đại học Kiến Trúc TP.HCM","Xây dựng dân dụng và công nghiệp"
"truong cdktkt thuong mai","ke toan thuong mai"
"đại học thành đông","kế toán doanh nghiệp"
"thpt an ninh","tot nghiep 12"
"Đại học bách khoa Đà Nẵng","Cơ Khí Động lực"
"Trường đại học mở Tp hcm","tai chính ngân hàng"
"học viện nghiên cứu và đào tạo digital marketing Vinalink",seo
"Trung tâm quan tới mang và an ninh mang quốc tế Athena","internet business"
"trường đại học công nghiệp tp hcm","công nghệ kỹ thuật ô tô"
"trung học cơ sở ngô mây","tin học"
"Đại học Luật Hà Nội","Luật Kinh tế"
"Học viện Thanh thiếu niên Việt Nam","Xây dựng Đảng và chính quyền Nhà nước"
"Trung Cấp Nghề Cơ Điện Tam Điệp- Ninh Bình","Cơ Khí Ô tô"
"kinh tế quốc dân","Kiểm toán"
"Đại học Tôn Đức Thắng","Điện tử viễn thông"
"trường thpt  hựu thành","trung hoc pho thong"
"Đại học Thành Đô","Quản Trị Văn Phongg"
"đại học công nghiệp tphcm","điện tử viễn thông"
"CĐ Kỹ Thuật Cao Thắng","Cơ Điện Tử"
"Học viện kỹ thuật quân sự","Điện Điện tử"
"Can Tho University","B.A of English"
"Đại học khoa học","Ngữ văn"
"đại học giao thông vận tải hà nội","khai thác vận tải đa phương thức"
"Đại học Văn Lang","kế toán"
"Đại Học Khoa học Tự Nhiên TP.HCM","Sinh Hóa"
"đại học bách khoa hà nội","cơ khí ô tô"
"Cao Đẳng CNC Binh Dương","Điện Công nghiệp"
"viện đại học mở hà nội","tài chính ngân hàng"
"Học viện Hàng không Việt Nam","Quản trị kinh doanh"
"Ca Mau Service of Education & Training","Level B in Microsoft ﻿ Access﻿"
"Management Quality Institute","ISO Secretary"
"Đại học Hoa Sen","Thiết Kế Thời Trang"
"Học viện tài chính","kế toàn"
"Tampere University of Applied Sciences","International Business"
"trung cấp dược tuệ tĩnh",dược
"Đại Học Giao Thông Vận Tải Thành Phố Hồ Chí Minh","Thiết bị năng lượng tàu thủy"
"trung học phổ thông","trung học phổ thông"
"Trung cấp kinh tế Quảng Ninh","kế toán doanh nghiệp"
"Trường Đại Học Bình Dương",Luật
"Trường đào tạo Công nghệ May Quốc Thảo","Merchandise ,Qa-Qc"
"Đại học kiến trúc Hà Nội",XDDD&CN
"Trường Đại học Công nghệ Thông tin - Đại học Quốc gia TP.HCM","Công nghệ thông tin"
"không có","không có"
"đại học Quang Trung","kế toán"
"Học viện nông nghiệp việt nam","Kế hoạch và đầu tư"
"Đại học Công nghiệp Hà Nội","Kế toán "
"Trung Tâm Bồi Dưỡng Và Nghiệp Vụ CATP ĐN","Nghĩa Vụ Công An"
hutech,"kinh doanh"
"Đại Học Công Nghiệp Bắc Hà","Xây dựng dân dụng và công nghiệp"
IMgroup,"marketing online"
"Đại học kinh tế TP Hồ Chí Minh","Quản trị kinh doanh"
"học viện nông nghiệp việt nam","quản lý đất đai"
"lái xe tải","vận hành đầu kéo"
"Trung cấp sư phạm mẫu giáo trung ương","Mầm Non"
"Đại Học Văn Lang ","Công nghệ Sinh Học "
"Cao đẳng Kinh tế Đối ngoại","xuất nhập khẩu"
"đại học công nghiệp tphcm","công nghệ hóa học"
"ĐẠI HỌC GIAO THÔNG VẬN TẢI","TỰ ĐỘNG HÓA"
"đại học công nghiệp tphcm","công nghệ hóa học"
"đại học mỏ địa chất","khai thác mỏ "
"đại học mỏ địa chất ","quản trị kinh doanh"
"trung cấp tổng hợp hà nội","điện dân dụng và công nghiệp"
itplus,"lập trình php -mysql"
itplus,"thiết kế đồ hoạ"
"học viện kĩ thuật mật mã","An toàn thông tin"
"đại học luật hà nội",luật
"co so 3 pccc",pccc-cnch
"tai nguyên và môi trường tp.hcm","công nghệ thông tin"
"trubg cap kt _ du lich tphcm","quan tri kinh doanh"
"Đại học Luật Tp.HCM","Luật (CLC)"
"cao đẳng phương đông","tài chính ngân hàng"
"học viện hàng không việt nam","quản trị kinh doanh"
"Đại học Khoa học xã hội và Nhân văn","Quan hệ quốc tế"
"tôn đức thắng",cntt
"ky thuat cao thang","ky thuat dien xi nghiep"
"ĐH Ngoại thương","Quản trị kinh doanh"
"Đại học Cần thơ","ngôn ngữ pháp"
"Trường Đại học Ngoại thương cơ sở 2","Tài chính quốc tế"
"Cao đẳng công nghiệp Tuy hoà","cơ khí chế tạo"
"Đại học Giao Thông Vận Tải","công nghệ thông tin"
"trung cấp quân y 1","y sĩ"
"Văn Lang University",PR
"Cao đẳng Kinh Tế Công Nghệ TP.HCM","Tài chính Ngân hàng"
"Đại học tài nguyên và môi trường Hà Nội","Quản trị kinh doanh"
"trung cấp nghề","lái xe"
"DH Sư phạm Nghệ thuật TƯ","Sp Mỹ thuật"
"Đại học Khoa Học Tự Nhiên - ĐHQGTPHCM","Sinh học"
"Cao đẳng Kỹ thuật Việt nam Singapore","cơ khí-Chế tạo"
"trung cấp kinh tế kỹ thuật bình định","chăn nuôi thú y"
"HN Aptech","Lập trình phần mềm"
"trung học BCVT & CNTT ","quản trị kinh doanh"
"thpt nguyen viet xuan","trung hoc"
"Đại Học Ngoại Ngữ Đà Nẵng","tiếng Trung"
"trung hoc co so dong hoa","pho thong co so"
"dh thành tây","xây dựng dân dụng công nghiệp"
"Đh Khoa Học Tự Nhiên TPHCM","Địa Chất"
"Học viện tài chính","Tài chính doanh nghiệp"
"Trung cấp Âu Việt","Dược sỹ"
"dhxd Miền Tây","xây dựng dân dụng và môi trường"
"Học viện hành chính quốc gia","Hành chính học"
"Học viện Báo chí và Tuyên truyền","Quản lý kinh tế"
"đại học sư phạm Hà Nội","sư phạm tiểu học"
"Đại học Sài Gòn","Giáo dục Tiểu học"
"Đại Học Lạc Hồng","Kế Toán"
"Đại học Tôn Đức Thắng","Ngôn Ngữ Anh"
"không ","không "
"đại học y dược tp.hcm","gây mê hồi sức"
"trung cấp quân y 2","y sỹ đa khoa"
"Trường Cao Đẳng Công Nghệ Thông Tin TP HCM","Quản Trị Kinh Doạnh"
"Trưòng CĐ nghề số 8","Kế toán Doanh Nghiệp"
"trung hoc phô thông yên thành 3","lai xe"
"dh ha tinh","kinh doanh"
"PSB Academy - Singapore","Bachelor of Commerce"
"Đào tạo bếp vàng","pha chế"
"FPT Polytechnic",CNTT
"Trường Đại học Nông Lâm","Sư phạm kỹ thuật nông nghiệp"
"đại học khoa học xã hội và nhân văn đại học quốc gia thành phố hồ chí minh","thông tin học"
"Cao Đẳng Công Nghệ Thủ Đức",QTKD
"Family Montessori Pre-school","Philosophy of Montessori Education Method Training course"
" Cao đẳng kỹ nghệ 2","Quản trị nhà hàng khách sạn"
"Cao Đẳng Kỹ Nghệ 2","Quản trị nhà hàng khách sạn"
"Đại học Luật Thành phố Hồ Chí Minh","Luật Hình Sự"
"đại học thủy lợi","kỹ thuật công thuỷ"
"Đại Học Tôn Đức Thắng","Ngôn Ngữ Anh chuyên ngành Sư Phạm"
"ĐH Văn Lang","ngôn ngữ anh"
"CD Kinh Tế Kĩ Thuật VNT TP HCM","Thiết Kế Thời Trang"
"truong khuyet tat ben tre","cong ty cong nhan"
"Trường Cao Đẳng kinh tế công nghệ tp.hcm","sinh học ứng dụng"
"Lai xe thu duc","Lai xe"
"đại học tài chính quản trị kinh doanh","quản trị kinh doanh tổng hợp"
"Cao đẳng Kinh tế đối ngoại","Quản trị kinh doanh"
"trung tâm đào tạo quốc tế Kent","thiết kế đồ hoạ - nhận dạng thương hiệu"
"mỏ địa chất","kỹ thuật trắc địa"
"đại học công nghiệp thực phẩm","đảm bảo chất lượng và vệ sinh an toàn thực phẩm"
"hoa sữa","nấu ăn"
"Đại học Mở TPHCM","Quản Trị Kinh Doanh"
"Đại học Văn hóa Thành phố Hồ Chí Minh","Trung cấp Thư Viện Thông Tin"
"Trường Đại Học Lạc Hồng","Điện Công Nghiệp"
"Hutech University","finance banking"
"THPT Việt Nam Ba Lan","âm nhạc"
"Trung tâm giáo dục thường xuyên tỉnh Cần Thơ","Kế toán"
"Đại Học Tây Nguyên","Giáo dục mầm non"
"Đại học Ngân Hàng Tp. Hồ Chí Minh","Quản Trị Kinh Doanh"
"đại học Văn Hóa tp.HCM","Bảo tàng học"
"cao đẳng y tế Kiên Giang","dược sĩ"
"trường Văn hóa - nghệ thuật Kiên Giang","Nói trước công chúng và MC"
"Đại học Luật Tp.HCM","Luật Hành chính"
"đại học cần thơ","sư phạm hóa học"
"Đại học xây dụng","xây dựng dân dụng và công nghiệp"
"dai hoc su pham ky thuat","ky thuat"
"sư phạm kỹ thuật","kỹ thuật"
"cao đẳng sư phạm trung ương nha trang","giáo  dục mầm non"
"cao đẳng thương mại và du lịch hà nôi và đã từng học khóa ktoans thực tế chuyên sâu","kế toán tổng hợp"
hutech,"quản trị kinh doanh"
"trường cđ công nghệ thủ đức","Quản trị kinh doanh"
"Đại học Ngân Hàng TPHCM","Tài chính ngân hàng"
"Trung cấp kỹ thuật Tây Nam Á","công nghệ thông tin"
"Trường Đại học Công nghiệp Thực phẩm","Công nghệ thực phẩm"
"Học viện Báo chí và Tuyên truyền","Quan hệ công chúng"
"cao đẳng công nghiệp hưng yên","điện điện tử"
"TÔN ĐỨC THẮNG","QUẢN TRỊ KINH DOANH QUỐC TẾ"
"thpt go vap",12/12
"Trường đại học công nghiệp thực phẩm Tp. hcm","Công nghệ chế biến thủy sản"
"Đại học Kinh tế TpHCm","Ngoại Thương QTKD"
"đại học nguyễn tất thành","ngoại ngữ anh"
"kinh Doanh Công Nghệ Hà Nội","Tài Chính Ngân Hành"
"trường cao đẳng nghề kỉ thuật công nghệ dung quất","cơ khí chế tạo chuyên nghành hàn"
"cao dang kinh Te kỹ thuật Phú Lâm","May và thiết kế thời trang"
"trung cấp nghe yen bai","sua chua"
"Đại Học Kinh Tế TPHCM","Quản Trị Kinh Doanh"
"cao đẳng sư phạm trung ương thành phố Hồ Chí Minh","chuyên ngành mỹ thuật"
"University of Finance and Marketing","International Trade"
"di nong lam","điều khiển tự động"
"FPT POLYTECHNIC",MARKETING
"học viện tài chính","tài chính ngân hàng"
"Đại học Thăng Long","Ngôn Ngữ Anh"
"Trường cao đẳng kĩ thuật thành phố hồ chí minh","kế toán"
"Đại học Hoa Sen","Công nghệ thông tin"
"University of Finance and Marketig","Quản trị Khách sạn"
"ĐẠI HỌC KIẾN TRÚC ĐÀ NẴNG","quản trị kd"
"cao đẳng tài chính hải quan",thpt
"cao đẳng dược hồng đức","dược sĩ"
"học viện nông nghiệp việt nam","quản trị kinh doanh"
"TTGDTX q9","cấp 3"
"Đại học Khoa học Tự Nhiên Hà Nội","khoa học môi trường"
"Cao đẳng quản trị nhà hàng khách sạn việt úc ","Quản lí nhà hàng "
"THCS VÕ NINH","vẽ tranh"
