,school,major,example_school,data_school,example_major,data_major
60,Đại học khoa học xã hội và nhân văn,công tác xã hội,dai hoc khoa hoc xa hoi nhan van ha noi,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,cong tac xa hoi,cong tac xa hoi
61,Học Viện Ngoại Giao,Truyền Thông Quốc Tế,hoc vien ngoai giao viet nam,hoc vien ngoai giao,truyen thong quoc te,truyen thong quoc te
62,đại học công nghệ thông tin - đại học quốc gia tphcm,cử nhân cntt,dai hoc cong nghe thong tin hcm,dai hoc cong nghe thong tin dai hoc quoc gia hcm,cong nghe thong tin,cong nghe thong tin
63,Trường Đại học Thương mại,Cao Học Thương Mại,dai hoc thuong mai,dai hoc thuong mai,thuong mai dien tu,cao hoc thuong mai
64,Cao đẳng kinh tế đối ngoại,Kế toán thương mại,cao dang kinh te doi ngoai,cao dang kinh te doi ngoai,thuong mai dien tu,ke toan thuong mai
65,ĐH Ngoại Thương,Luật Thương mại quốc tế,dai hoc ngoai thuong,dai hoc ngoai thuong,luat thuong mai quoc te,luat quoc te
66,Ten lơ Man,Học Sinh,dai hoc manchester,CannotFound,hoc sinh,sinh hoc
67,Cao Đẳng Kỹ Thuật Cao Thắng,Điện Tử Công Nghiệp Và Dân Dụng,cao dang ky thuat cao thang,cao dang ky thuat cao thang,xay dung dan dung cong nghiep,dien tu cong nghiep dan dung
68,Trường đại học kinh tế quốc dân,Quản trị Marketing,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,quan tri marketing,marketing
69,huhhh,chhbh,cao dang du lich hue,CannotFound,lich su,chhbh
70,báhhsh,hsghshs,trung hoc pho thong,CannotFound,pho thong,hsghshs
71,Đại học Nguyễn Tất Thành,chuyên ngành công nghệ may thời trang,dai hoc nguyen tat thanh,dai hoc nguyen tat thanh,cong nghe may,chuyen nganh
72,Sài Gòn University,Ngôn ngữ Anh,dai hoc yersin da lat,dai hoc sai gon,ngon ngu anh,ngon ngu anh
73,Công Nghiệp 4,Phục Vụ Nhà Hàng,cao dang cong nghiep in,dai hoc cong nghiep hcm,ky thuat phuc hinh rang,phuc vu nha hang
74,Công Nghiệp 4,Phục Vụ Nhà Hàng,cao dang cong nghiep in,dai hoc cong nghiep hcm,ky thuat phuc hinh rang,phuc vu nha hang
75,xxs,sds,dai hoc san khau dien anh hcm,CannotFound,hoa ky hoc,sds
76,hutech,quản trị kinh doanh tài chính ngân hàng,dai hoc cong nghe hcm,CannotFound,quan tri kinh doanh,tai chinh ngan hang
77,Đại học Xã hội và Nhân văn,Ngôn ngữ Anh,dai hoc khoa hoc xa hoi nhan van ha noi,dai hoc xa hoi nhan van,ngon ngu anh,ngon ngu anh
78,Đại học Ngoại Ngữ,Tiếng Anh Kinh tế Quốc tế,dai hoc ngoai ngu dai hoc hue,dai hoc ngoai ngu hue,kinh te quoc te,kinh te quoc te
79,Đại học Khoa học Xã hội và Nhân văn,Quản trị dịch vụ du lịch và lữ hành,dai hoc khoa hoc xa hoi nhan van ha noi,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,quan tri dich vu du lich lu hanh,quan tri dich vu du lich lu hanh
80,thang long,toán,dai hoc thang long,dai hoc thang long,ke toan,toan co
81,DH Khoa học Tự nhiên,Công nghệ Thông tin,dai hoc khoa hoc tu nhien ha noi,dai hoc khoa hoc tu nhien dai hoc quoc gia hcm,cong nghe thong tin,cong nghe thong tin
82,Đại học kinh doanh và công nghệ Hà Nội,Quản lý kinh doanh,dai hoc kinh doanh cong nghe ha noi,dai hoc kinh doanh cong nghe ha noi,quan ly kinh te,quan tri kinh doanh
83,THCS Trần Đăng NInh,Lịch Sử,trung hoc co so,trung hoc co so tran dang ninh,lich su,lich su
84,fpt-arena,thiết kế đồ họa,dai hoc fpt,CannotFound,ky thuat khi thien nhien,thiet ke do hoa
85,fpt-arena,thiết kế đồ họa,dai hoc fpt,CannotFound,ky thuat khi thien nhien,thiet ke do hoa
86,Bach Khoa University,Công trình thủy,dai hoc bach khoa hcm,bach khoa university,ky thuat xay dung cong trinh thuy,cong trinh thuy
87,"Troy University (USA) - School of International Education, Hanoi University of Science and Technology, Hanoi (Vietnam) ","Bachelor of Global Business Administration, Troy University (USA) ",dai hoc bach khoa ha noi,dai hoc khoa hoc cong nghe ha noi,quan tri kinh doanh quoc te,quan tri kinh doanh
88,đại học kiến trúc đà nẵng,kiến trúc công trình,dai hoc kien truc da nang,dai hoc kien truc da nang,kien truc,kien truc cong trinh
89,Đại học Khoa học tự nhiên,Sinh học,dai hoc khoa hoc tu nhien ha noi,dai hoc khoa hoc tu nhien dai hoc quoc gia hcm,sinh hoc,sinh hoc
90,Đại học Khoa học tự nhiên,Sinh học,dai hoc khoa hoc tu nhien ha noi,dai hoc khoa hoc tu nhien dai hoc quoc gia hcm,sinh hoc,sinh hoc
91,Đại học Công Nghệ - ĐHQGHN,Công Nghệ Thông Tin,dai hoc quoc gia ha noi,dai hoc cong nghe dai hoc quoc gia ha noi,cong nghe thong tin,cong nghe thong tin
92,Đại học Công Nghệ - ĐHQGHN,Công Nghệ Thông Tin,dai hoc quoc gia ha noi,dai hoc cong nghe dai hoc quoc gia ha noi,cong nghe thong tin,cong nghe thong tin
93,BMG International Education,Quản lý sự kiện,dai hoc quoc te dai hoc quoc gia hcm,CannotFound,quan tri su kien,quan ly su kien
94,Trường đào tạo lái xe SAIGON,Khóa đào tạo lái xe chuyên nghiệp,dao tao,CannotFound,nong nghiep,khoa dao tao lai xe chuyen nghiep
95,đại học lâm nghiệp,lâm học,dai hoc lam nghiep viet nam,dai hoc lam nghiep,lam hoc,lam hoc
96,Đại học Khoa học Xã hội và Nhân văn,Quản lý Nhân lực,dai hoc khoa hoc xa hoi nhan van ha noi,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,quan tri nhan luc,quan ly nhan luc
97,Đại học Khoa học Xã hội và Nhân văn,khoa học quản lý (quản lý nguồn nhân lực),dai hoc khoa hoc xa hoi nhan van ha noi,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,khoa hoc quan ly,khoa hoc quan ly
98,vượt qua sóng gió,đời là bể khổ,si quan tang thiet giap,CannotFound,quay phim,doi la be kho
99,Đại học Bình Dương,Cử nhân tiếng Anh,dai hoc binh duong,dai hoc binh duong,su pham tieng anh,cu nhan tieng anh
100,đại học Tôn Đức Thắng,Quản lí thể thao,dai hoc ton duc thang,dai hoc ton duc thang,ngon ngu italia,quan li the thao
101,Đại Học Ngoại Ngữ,Tiếng Anh Kinh Tế Quốc Tế,dai hoc ngoai ngu dai hoc hue,dai hoc ngoai ngu hue,kinh te quoc te,kinh te quoc te
102,Đại học Kinh Tế Quốc Dân,Marketing - Quản trị bán hàng,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,quan tri marketing,marketing
103,Học viện Ngoại giao Việt Nam (DAV),Truyền thông Quốc tế,hoc vien ngoai giao viet nam,hoc vien ngoai giao,truyen thong quoc te,truyen thong quoc te
104,"THPT Chuyên Lê Hồng Phong, Nam Định",chuyên Anh,trung hoc pho thong,trung hoc pho thong chuyen le hong phong nam dinh,chi huy am nhac,chuyen nganh
105,Đại học Kinh tế Quốc dân,Truyền thông Marketing,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,truyen thong marketing,marketing
106,đại học luật,luật dân sự,dai hoc luat dai hoc hue,dai hoc luat hcm,luat to tung to tung dan su,luat dan su to tung dan su
107,Thpt Hác dich,Trungg Cáp duoc,trung hoc pho thong,trung hoc pho thong hac dich,trung cap,trungg cap duoc
108,đại học công nghiệp,công nghệ thông tin,dai hoc cong nghiep vinh,dai hoc cong nghiep hcm,cong nghe thong tin,cong nghe thong tin
109,Bình Dương University,Tài chính - Ngân Hàng,dai hoc thanh dong,dai hoc binh duong,tai chinh ngan hang,tai chinh ngan hang
110,Trường DH kinh tế Quốc dân,Thương mại quốc tế,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,luat thuong mai quoc te,thuong mai quoc te
111,đại học y thái bình ,bác sĩ đa khoa,dai hoc thai binh,dai hoc thai binh,y da khoa,bac si da khoa
112,Chuyên Khoa Học Tự Nhiên,Toán - Tin,dai hoc khoa hoc tu nhien ha noi,CannotFound,toan tin,toan tin
113,Hotel Insitute Montreux,Hospitality Management - Specialization in Marketing,vien holmes,CannotFound,quan ly benh vien,hospitality management specialization in marketing
114,thcs bình sơn,học chữ,trung hoc co so,trung hoc co so binh son,duoc hoc,hoc chu
115,Danang University of Economics,Marketing,dai hoc kinh te dai hoc da nang,dai hoc kinh te da nang,marketing,marketing
116,Viet Nam National University Of Agriculture,Information Technology,dai hoc quoc gia ha noi,dai hoc quoc gia hcm,cong nghe thong tin,cong nghe thong tin
117,Fpt university,software,dai hoc fpt,dai hoc fpt,cong nghe phan mem,ky thuat phan mem
118,trường đại học võ trường toản,trung cấp dược,dai hoc vo toan,dai hoc vo truong toan,trung cap,trung cap duoc
119,Tây Nguyên University,cử nhân văn,dai hoc tay nguyen,dai hoc tay nguyen,van hoc,cu nhan van
120,Đại học Ngoại Thương,Kinh tế ngoại thương,dai hoc ngoai thuong,dai hoc ngoai thuong,kinh te doi ngoai,kinh te ngoai thuong
121,Đại học Ngoại Thương,Thạc sỹ Thương mại,dai hoc ngoai thuong,dai hoc ngoai thuong,thuong mai dien tu,thac sy thuong mai
122,vạn xuân,công nghệ thông tin,dai hoc cong nghe van xuan,CannotFound,cong nghe thong tin,cong nghe thong tin
123,Hanoi Univercity,IT,dai hoc ha noi,dai hoc ha noi,cong nghe thong tin,it
124,Đại Học Sư Phạm Kỹ Thuật Hưng Yên,Công nghệ máy và thiết bị hóa chất dầu khí,dai hoc su pham ky thuat hung yen,dai hoc su pham ky thuat hung yen,cong nghe dau khi khai thac dau,cong nghe may thiet bi hoa chat dau khi
125,Đại học FPT,Kỹ nghệ phần mềm,dai hoc fpt,dai hoc fpt,cong nghe phan mem,ky nghe phan mem
126,Hult international Business School,International Marketing,dai hoc quoc te bac ha,CannotFound,marketing quoc te,international marketing
127,- Nắm rõ về luật lao động- Nắm chắc và thực hiện tốt công tác C&B,Tham gia khóa đào tạo về Hành chính Tổng hợp,cao dang ky thuat cong nghiep,CannotFound,tai chinh ngan hang,tham gia khoa dao tao ve hanh chinh tong hop
128,ĐH Công Nghệ Thực Phẩm,Quản Trị Kinh Doanh,dai hoc cong nghiep thuc pham hcm,dai hoc cong nghe thuc pham,quan tri kinh doanh,quan tri kinh doanh
129,Cao Đẳng Nguyễn Văn Trỗi,Du Lịch - Khách sạn,cao dang nghe nguyen van troi,cao dang nghe nguyen van troi,du lich,quan tri du lich khach san
130,ĐH công nghiệp thực phẩm,Chế biến thực phẩm,dai hoc cong nghiep thuc pham hcm,dai hoc cong nghiep hcm,ky thuat thuc pham,che bien thuc pham
131,Viện nghiên cứu Borstel,Tiến sỹ sinh học phân tử tế bào,vien cong nghe uc,CannotFound,sinh hoc,tien sy sinh hoc phan tu te bao
132,Cao đẳng công nghiệp Hà Nội - khoa điện tử,,cao dang dien tu dien lanh ha noi,cao dang cong nghiep cao su,cong nghe truyen thong,
133,cao đẳng điện tử điện lạnh hà nội,công nghệ thông tin và truyền thông,dai hoc kinh te hcm,cao dang dien tu dien lanh ha noi,thuong mai dien tu,cong nghe truyen thong
134,University of Economics HCMC,Thương Mại,trung tam,dai hoc kinh te hcm,ky thuat may tinh,thuong mai dien tu
135,UNsw,computer enineering,dai hoc the duc the thao hcm,CannotFound,phan bon dinh duong cay trong,ky thuat may tinh
136,Đại học Thể dục thể thao ,Bóng rổ,dai hoc quoc te hong bang,dai hoc the duc the thao hcm,ngon ngu anh,bong ro
137,đại học quốc tế Hồng Bàng ,ngôn ngữ anh ,dai hoc khoa hoc dai hoc thai nguyen,dai hoc quoc te hong bang,ngon ngu anh,ngon ngu anh
138,Khoa ngoại ngữ- Đại học Thái Nguyên,Cử nhân Anh ngữ,dai hoc mo dia chat,ngoai ngu thai nguyen,tin hoc trac dia,cu nhan anh ngu
139,ĐH Mỏ Địa Chất,Trắc Địa - Địa Chính,dai hoc kinh te quoc dan,dai hoc mo dia chat,quan tri doanh nghiep cong nghe,trac dia dia chinh
140,ĐH Kinh tế Quốc dân,Quản trị doanh nghiệp (MBA),cao dang du lich ha noi,dai hoc kinh te quoc dan,dien vien mua,quan tri moi truong doanh nghiep
141,cao đẳng du lịch hà nội,hướng dẫn viên,dai hoc kinh te dai hoc hue,cao dang du lich ha noi,quan tri kinh doanh,huong dan vien
142,Đại học Kinh tế Huế,Quản trị kinh doanh,cao dang cong nghe ha noi,dai hoc kinh te hue,ky thuat xay dung cong trinh thuy,quan tri kinh doanh
143,Cao Đẳng Công Nghệ_ Đại Học Đà Nẵng,Kỹ Thuật Xây Dựng Công Trình,dai hoc kinh te dai hoc da nang,cao dang cong nghe dai hoc da nang,quan tri kinh doanh,ky thuat xay dung cong trinh bien
144,Đại học kinh tế Đà Nẵng,Quản trị kinh doanh,dai hoc khoa hoc cong nghe ha noi,dai hoc kinh te da nang,co khi o to,quan tri kinh doanh
145,Đại học khoa học công nghệ Lille 1,Cơ khí,dai hoc tran dai nghia,dai hoc khoa hoc cong nghe lille 1,kinh te,co khi
146,"Đại học tổng hợp Saint-Petersburg, LB Nga",Tiến sỹ kinh tế,dai hoc giao thong van tai,dai hoc tong hop saint petersburg lb nga,co khi o to,kinh te
147,Đại học giao thông vận tải,Cơ khí ô tô,dai hoc cong nghe giao thong van tai,dai hoc giao thong van tai,co khi o to,co khi o to
148,Đại học công nghệ giao thông vận tải,Cơ khí ô tô,hoc vien tai chinh,dai hoc cong nghe giao thong van tai,tai chinh ngan hang,co khi o to
149,Học viện tài chính,Tài chính - Ngân hàng,dai hoc sunderland,hoc vien tai chinh,tai chinh ngan hang,tai chinh ngan hang
150,University of Sunderland,Banking and Financial,dai hoc su pham hcm,university of sunderland,tam ly hoc,banking and financial
151,Đại học Sư phạm TP.HCM,Tâm lí học,cao dang cong nghe thong tin hcm,dai hoc su pham hcm,cong nghe may,tam ly hoc
152,CAO ĐẲNG CÔNG NGHỆ TP HCM,Công Nghệ May,dai hoc nong lam dai hoc hue,cao dang cong nghe thu duc,canh quan ky thuat hoa vien,cong nghe det may
153,DH Nông Lâm,Cảnh quan và kỹ thuật hoa viên,dai hoc kien truc da nang,dai hoc nong lam hcm,ngon ngu anh,canh quan ky thuat hoa vien
154,trường đại học kiến trúc đà nẵng,ngôn ngữ anh,dai hoc khoa hoc tu nhien ha noi,dai hoc kien truc da nang,vat ly hoc,ngon ngu anh
155,Đại học Khoa học Tự nhiên,Vật Lý,dai hoc nguyen tat thanh,dai hoc khoa hoc tu nhien dai hoc quoc gia hcm,cong nghe thong tin,vat ly hoc
156,CNTT,CNTT,dai hoc cong nghe swinburne,cao dang cong nghe thong tin hcm,marketing quoc te,cong nghe thong tin
157,"University of Technology, Swinburne",Master of integrated Marketing,dai hoc kinh te hcm,dai hoc cong nghe hcm,quan tri kinh doanh,master of integrated marketing
158,Đại Học Kinh Tế TP. HCM,Quản Trị Kinh Doanh tổng hợp,cao dang nghe quang binh,dai hoc kinh te hcm,co khi che tao,quan tri kinh doanh
159,cao đẳng nghề quy nhơn bình định,cơ khí chế tạo máy,hoc vien bao chi tuyen truyen,cao dang binh dinh,quan he quoc te,co khi che tao may
160,Academy of Journalism and Communication,International Relations,dai hoc cong nghiep thuc pham hcm,hoc vien bao chi tuyen truyen,quan tri kinh doanh,quan he quoc te
161,Đại học Công nghiệp Thực Phẩm Tp.HCM,Quản trị kinh doanh,trung hoc co so,dai hoc cong nghiep hcm,trung cap,quan tri kinh doanh
162,THCS QUẢNG CO THÀNH,cấp 2,dai hoc the duc the thao hcm,trung hoc co so quang co thanh,giao duc the chat,cap 2
163,đại học thể dục thể thao tp hồ chí minh,giáo dục thể chất,dai hoc kinh te quoc dan,dai hoc the duc the thao hcm,luat thuong mai quoc te,giao duc the chat
164,Đại học dầu khí Trung Quốc (Bắc Kinh),Kinh tế và thương mại quốc tế,trung hoc pho thong,dai hoc dau khi trung quoc,ky thuat dien,kinh te quoc te
165,THPT Phan Đăng Lưu,điện,cao dang cong nghiep hue,trung hoc pho thong phan dang luu,ky thuat dien,ky thuat dien
166,Cao đẳng Công nghiệp Huế,Điện,dai hoc khoa hoc xa hoi nhan van hcm,cao dang cong nghiep hue,phien dich tieng anh,ky thuat dien
167,"University of Social Sciences and Humanities, HCMC",Faculty of English Linguistics and Literature,trung hoc pho thong,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,pho thong,faculty of english linguistics and literature
168,Vinh Kim High School,High school,cao dang vien dong,CannotFound,dieu duong,high school
169,Trường cao đẳng Viễn Đông,điều dưỡng,dai hoc ngoai thuong,cao dang vien dong,quan tri kinh doanh,dieu duong
170,Đại học Ngoại Thương,Quản trị kinh doanh,dai hoc quoc gia ha noi,dai hoc ngoai thuong,luat kinh doanh,quan tri kinh doanh
171,Seoul National Uni,Business,cao dang dien luc mien trung,CannotFound,he thong dien,business
172,Trường Cao Đẳng điện lực Miền Trung,hệ thống điện,dai hoc kinh doanh cong nghe ha noi,cao dang dien luc mien trung,quan tri kinh doanh,he thong dien
173,Đại học kinh doanh và công nghệ Hà Nội,quản trị kinh doạn,dai hoc bach khoa ha noi,dai hoc kinh doanh cong nghe ha noi,ky thuat dien tu vien thong,quan tri kinh doanh
174,Đại học BKHN,Điện tử viễn thông,trung hoc pho thong,dai hoc bach khoa ha noi,cong nghe thong tin,ky thuat dien tu vien thong
175,THPT Nghề Phú Lâm,công nghệ thông tin,dai hoc hoa sen,trung hoc pho thong nghe phu lam,quan tri nhan luc,cong nghe thong tin
176,Đại học Hoa Sen,quản trị nhân sự,dai hoc lao dong xa hoi,dai hoc hoa sen,quan tri nhan luc,quan tri nhan luc
177,Đại học Lao động xã hội,Quản trị nhân lực,cao dang tai chinh hai quan,dai hoc lao dong xa hoi,quan tri khach san,quan tri nhan luc
178,cao đẳng tài chính hải quan,quản trị nhà hàng khách sạn,dai hoc tai chinh marketing,cao dang tai chinh hai quan,quan tri khach san,quan tri khach san
179,Trường Đại học Tài chính - Marketing,quản trị nhà hàng khách sạn,dai hoc thu dau mot,dai hoc tai chinh marketing,tieng anh thuong mai,quan tri khach san
180,Đại Học Thủ Dầu Một,Chuyên ngành Tiếng Anh Thương Mại,dai hoc giao thong van tai hcm,dai hoc thu dau mot,ky thuat xay dung,chuyen nganh
181,Đại Học GTVT TPHCM,Kỹ Thuật Xây Dựng,dai hoc luat hcm,dai hoc giao thong van tai hcm,luat,ky thuat xay dung
182,Đại học Luật TP.HCM,Luật học,dai hoc khoa hoc xa hoi nhan van ha noi,dai hoc luat hcm,nhat ban hoc,luat hoc
183,Đại học KHXH&NV,Khoa Nhật Bản học,dai hoc bach khoa hcm,dai hoc khoa hoc xa hoi nv,quan tri kinh doanh,nhat ban hoc
184,Đại học Bách Khoa,Quản trị kinh doanh,hoc vien ngan hang,dai hoc bach khoa ha noi,tai chinh ngan hang,quan tri kinh doanh
185,Học viện Ngân hàng,Tài chính - Ngân hàng,dai hoc quoc te hong bang,hoc vien ngan hang,kien truc,tai chinh ngan hang
186,Đại học quốc tế Hồng Bàng,Kiến trúc sư công trình,dai hoc kien truc hcm,dai hoc quoc te hong bang,xay dung dan dung cong nghiep,kien truc su cong trinh
187,Đại học Kiến trúc Thành phố Hồ Chí Minh,Xây dựng dân dụng và công nghiệp,dai hoc ton duc thang,dai hoc kien truc hcm,cong nghe sinh hoc,xay dung dan dung cong nghiep
188,Đại học Tôn Đức Thắng,Công nghệ Sinh học,cao dang su pham ha nam,dai hoc ton duc thang,giao duc the chat,cong nghe sinh hoc
189,CĐSP Hà Nam,Giáo dục thể chất,dai hoc my thuat hcm,cao dang su pham nam dinh,ky thuat khi thien nhien,giao duc the chat
190,Hội mỹ thuật Tp.HcM,Thiết kế mỹ thuật,trung hoc pho thong,CannotFound,ly luan lich su phe binh my thuat,thiet ke my thuat
191,THPT Quang Trung,t,dai hoc kinh te quoc dan,trung hoc pho thong quang trung,kinh te quoc te,t
192,Đại học Kinh tế Quốc dân,Kinh tế Quốc tế,dai hoc bach khoa hcm,dai hoc kinh te quoc dan,ky thuat he thong cong nghiep,kinh te quoc te
193,Đại học Bách Khoa Thành phố Hồ Chí Minh,Kỹ thuật Hệ thống Công nghiệp,dai hoc thai binh duong,dai hoc bach khoa hcm,quan tri kinh doanh,ky thuat he thong cong nghiep
194,Trường Công nghệ Châu Á Thái Bình Dương (AIT),Quản trị kinh doanh,dai hoc kien truc ha noi,CannotFound,kien truc,quan tri kinh doanh
195,Đại học Kiến trúc Hà Nội,Kiến trúc công trình,dai hoc tai chinh marketing,dai hoc kien truc ha noi,marketing,kien truc cong trinh
196,tài chính marketing,Marketing tổng hợp,cao dang kinh te ky thuat thuong mai,dai hoc tai chinh marketing,tieng anh du lich,marketing
197,CĐ kinh tế kĩ thuật thương mại,tiếng anh du lịch,dai hoc kinh te quan tri kinh doanh dai hoc thai nguyen,cao dang kinh te ky thuat thuong mai,kinh te doi ngoai,du lich
198,Chuyên ngành : Quản trị kinh doanh tổng quát,Đại học Kinh Tế Đà Nẵng,dai hoc sunderland,CannotFound,truyen thong da phuong tien,dai hoc kinh te da nang
199,University of Stirling,Media and Communications,dai hoc kien truc hcm,university of stirling,thiet ke am thanh anh sang,media and communications
200,HCMC University of Architecture,Design and Applied Arts,dai hoc bach khoa dai hoc da nang,dai hoc kien truc hcm,cong nghe thuc pham,design and applied arts
201,Đại học Bách khoa Đà Nẵng,Công nghệ thực phẩm,hoc vien tai chinh,dai hoc bach khoa da nang,tai chinh ngan hang,cong nghe thuc pham
202,Học viện tài chính,ngân hàng,hoc vien cong nghe buu chinh vien thong,hoc vien tai chinh,truyen thong marketing,tai chinh ngan hang
203,Học Viện Công Nghệ Bưu Chính Viễn Thông,Marketing truyền thông,hoc vien tai chinh,hoc vien cong nghe buu chinh vien thong,tai chinh ngan hang,marketing
204,Học viện tài chính,tài chính ngân hàng,dai hoc queensland,hoc vien tai chinh,ke toan tai chinh,tai chinh ngan hang
205,Central Queensland University (CQU),Financial Planning,dai hoc khoa hoc dai hoc hue,central queensland university,toan ung dung,financial planning
206,Đại học Khoa học Huế,"Toán ứng dụng (Tổng hợp Toán- Tin) Có chứng chỉ kế toán, nghiệp vụ sư phạm.",dai hoc khoa hoc tu nhien ha noi,dai hoc khoa hoc hue,khoa hoc moi truong,toan ung dung co chung chi ke toan nghiep vu su pham
207,đại học khoa học tự nhiên Hà Nội,khoa học môi trường,dai hoc su pham hcm,dai hoc khoa hoc tu nhien dai hoc quoc gia ha noi,trung tam,khoa hoc moi truong
208,Trường đại học sư phạm tphcm,Tiếng trung,dai hoc thang long,dai hoc su pham hcm,quan tri kinh doanh,su pham tieng trung quoc
209,Đại Học Thăng Long,Quản Trị Kinh Doanh,cao dang nghe hcm,dai hoc thang long,quan tri doanh nghiep cong nghe,quan tri kinh doanh
210,trường cao đẳng nghề TPHCM,quản trị doanh doanh nghiệp vừa và nhỏ,cao dang hai duong,cao dang nghe hcm,su pham toan hoc,quan tri doanh doanh nghiep vua nho
211,Cao đẳng Hải Dương,sư phạm Toán _ Hóa,dai hoc duy tan,cao dang nghe hai duong,kiem toan,su pham toan hoc
212,Đại học Duy Tân,Kế toán-Kiểm toán,trung hoc pho thong,dai hoc duy tan,hoc sinh,kiem toan
213,THPT Ngô Gia Tự,học sinh,dai hoc binh duong,trung hoc pho thong ngo gia tu,luat kinh te,sinh hoc
214,trường đại học Bình Dương,luật kinh tế,dai hoc kinh doanh cong nghe ha noi,dai hoc binh duong,cong nghe thong tin,luat kinh te
215,ĐH Kinh doanh và Công Nghệ ,Công Nghệ Thông Tin,dai hoc kinh te quoc dan,dai hoc kinh doanh cong nghe ha noi,tai chinh doanh nghiep,cong nghe thong tin
216,ĐH Kinh tế quốc dân,Tài chính doanh nghiệp,dai hoc kinh te tai chinh hcm,dai hoc kinh te quoc dan,tai chinh luong,tai chinh doanh nghiep
217,Đại học Kinh tế - Tài chính TPHCM,Tài Chính,cao dang cong thuong hcm,dai hoc kinh te tai chinh hcm,cong nghe thong tin,cong nghe tai chinh
218,Trường Cao Đẳng Công Thương TP.HCM,Công Nghệ Thông Tin,dai hoc su pham ky thuat hcm,cao dang cong thuong hcm,cong nghe thong tin,cong nghe thong tin
219,Trường Đại Học Sư Phạm Kỹ Thuật TP.HCM,Công Nghệ Thông Tin,cao dang thuong mai,dai hoc su pham ky thuat hcm,hau can quan su,cong nghe thong tin
220,Trường Cao Đẳng Thương Mại,Logistics,dai hoc quy nhon,cao dang thuong mai,ky thuat dien tu vien thong,logistics
221,Đại học Quy Nhơn,Điện tử - Viễn thông,cao dang cong thuong thai nguyen,dai hoc quy nhon,kinh te chinh tri,ky thuat dien tu vien thong
222,CAO ĐẲNG GIAO THÔNG THÁI NGUYÊN,KINH TẾ-TÀI CHÍNH,dai hoc kinh te quoc dan,cao dang thai nguyen,quan tri kinh doanh,kinh te
223,ĐẠI HỌC KINH TẾ QUỐC DÂN,QUẢN TRỊ KINH DOANH,cao dang nghe da nang,dai hoc kinh te quoc dan,co khi che tao,quan tri kinh doanh
224,Trường Cao đẳng công nghệ TP Đà nẵng,cơ khí chế tạo máy,hoc vien bao chi tuyen truyen,cao dang nghe da nang,quang cao,co khi che tao may
225,Học viện Báo chí và Tuyên truyền,PR - Quảng cáo,dai hoc ton duc thang,hoc vien bao chi tuyen truyen,tai chinh ngan hang,quang cao
226,ĐH Tôn Đức Thắng,Tài chính – Ngân hàng,dai hoc thuong mai,dai hoc ton duc thang,marketing,tai chinh ngan hang
227,Đại học Thương mại,Marketing thương mại,dai hoc tra vinh,dai hoc thuong mai,quan tri kinh doanh,marketing
228,Đại học Trà Vinh,Quản Trị Kinh Doanh,dai hoc quoc gia hcm,dai hoc tra vinh,quan tri kinh doanh,quan tri kinh doanh
229,Đại học Quốc gia Belarus,Quản trị kinh doanh,hoc vien tai chinh,dai hoc quoc gia belarus,quan tri kinh doanh,quan tri kinh doanh
230,Học viện Tài chính LB Nga,Quản trị kinh doanh,dai hoc ky thuat cong nghe can tho,hoc vien tai chinh,dien cong nghiep,quan tri kinh doanh
231,Trường DH kỹ thuật công nghệ,kỹ sư điện công nghiệp,dai hoc thuong mai,dai hoc my thuat cong nghiep,kinh doanh thuong mai,ky su dien cong nghiep
232,Trường Đại học Thương Mại Hà Nội,Kinh tế Thương Mại,dai hoc quoc te hong bang,dai hoc thuong mai,ke toan,kinh te
233,Hong Bang University ,account,dai hoc kinh te hcm,hong bang university,tai chinh doanh nghiep,account
234,Đại học kinh tế tpHCM,Tài chính doanh nghiệp,dai hoc tay nguyen,dai hoc kinh te hcm,tai chinh ngan hang,tai chinh doanh nghiep
235,trường đại học tây nguyên,tài chính ngân hàng,trung hoc pho thong,dai hoc tay nguyen,hoc sinh,tai chinh ngan hang
236,thpt bình phú,học sinh,trung hoc pho thong,trung hoc pho thong binh phu,hoc sinh,sinh hoc
237,thpt bình phú,học sinh,trung hoc pho thong,trung hoc pho thong binh phu,hoc sinh,sinh hoc
238,thpt bình phú,học sinh,dai hoc fpt,trung hoc pho thong binh phu,marketing,sinh hoc
239,Fpt Polytechnic,Marketing,trung hoc pho thong,CannotFound,pho thong,marketing
240,thpt trần hưng đạo,thpt,dai hoc ngoai thuong,trung hoc pho thong tran hung dao,kinh te doi ngoai,trung hoc pho thong
241,"Đại học Hà Nội, Đại học Ngoại Thương","Tiếng Anh, Kinh tế đối ngoại",dai hoc sai gon,dai hoc ngoai thuong,quan tri kinh doanh,tieng anh kinh te doi ngoai
